,text,meta_text
107,are you kidding me ? over $2000 a month for a box that's less than 600 sq ft ? and in fremont ? this isn't exactly downtown san francisco we're talking about . for a unit that small i can't really do more than $1300 a month . ,init-price
108,i mean does the place come with maid service and free breakfast in the mornings ? ,inquire
109,"excellent , excellent . so no voucher . no i am not kidding you gentle person .",inform
110," i understand it is not san francisco , but this is sf style and an excellent move towards the city . we only have the finest residents . we do a full background check , security . everything an upscale person as yourself would want . ",inform
111,we will give you a 10% discount because of your fico score . plus you get $500 when you move in ! don't forget about that ! ! ,vague-price
112,"it's not worth the $2130 , even with a one time discount of $500 dollars . you're going to have to give me a much better price than that . ",disagree
113,<end>,<end>
114,hello ,intro
115,hello ,intro
116,are you interested in this item ? ,inquire
117,i would like to purchase the stools ans want to know a little bit more about them . ,inform
118,they are in great condition and have been barely used . ,inform
119,"okay awesome , i would like to offer $60 for them and offer to come pick them up from your place . ",init-price
120,how about 70 and i will deliver them to you ? ,counter-price
121,can we meet in the middle and go for 65 ? ,counter-price
122,that is good enough for me . let's make a deal ,agree
123,<end>,<end>
124,"hey there , you're interested in the studio ? ",intro
125,"hey , i'm moving into town next month and am looking form something in the 1500-1600 range . would you be willing to negotiate ? ",init-price
126,"yeah , 1700 sounds really good to me too , this unit offers the beautiful design in the picture , as well as the unit being close to a variety of local businesses . ",counter-price
127,"hmm , if it's close enough for me to bike in , i could save money on car costs ",agree
128,"hey , take my bike , it's a schwinn fixed gear and i have a wife and kids and a car now . will you be moving in with a family and/or pets ? let me know about the pets so i can approve ahead of time ",unknown
129,wow ! thank you so much . no pets . so is 1700 good for you ? ,agree
130,<end>,<end>
131,hi i am very interested in your mattress . how old is it ? ,intro
132,"hello , how are you ? ",intro
133,it's only 1 year old . we are just travelling for the couple of years and paring down . ,inform
134,i am doing great thanks for asking . how are you ? ,thanks
135,very good as well . so we paid quite a lot more for the mattress . and we think this is a fair price . ,agree
136,so will it be available today or do i have to wait until your actual move date to pick it up ? ,inquire
137,we've got to get used to not having a mattress so if you need it today that's totally okay . ,inform
138,ok well our house just burnt down the other day and we have to replace everything . would you possibly take $150 for it ? ,init-price
139,wow . so sorry . yes that's okay . please come by and pick it up 150 is good . ,agree
140,thank you . ,thanks
141,<end>,<end>
142,hello ,intro
143,"hey , is your car still for sale ? ",intro
144,"yes , definitely . and it is a great one . runs perfectly . carfax one owner . no accidents . bluetooth media . ",supplemental
145,"hmm , that sounds great ! how much do you want for it ? ",inquire
146,"i would like 13 , 500 for it . but i am willing to negotiate on that but can't come down too much . ",init-price
147,"well , it says on the ad it has 100k miles on it . it's a nice car but that's quite a bit , honestly . and it's already 6 years old ",vague-price
148,"that is the dealership maintenance package which is good up to 100 , 000 miles . the car only has 34 , 000 miles on it and is a bmw i series . ",insist
149,"oh , i see i need to work on my reading comprehension . well , i only have 10000 right now ",counter-price
150,"the kelley blue book value is 16 , 500 so i would need at least 12 , 000 and i can give you a month to come up with that . ",counter-price
151,if you fill it up before i get it i'll do it . ,unknown
152,<end>,<end>
153,"hey there , you''re interested in the tracker ? ",intro
154,yes sir ! ,intro
155,me too ! but i have to sell it or my wife will physically hurt me . what's your budget ? i think i can do like 15 lowest ,init-price
156,could you do $10 and i will let you come over on the weekends and use it ? ,counter-price
157,i don't live very far from you . ,insist
158,14 and you have yourself a deal ,counter-price
159,how about 12 and i'll bring you a bag of chips ? ,counter-price
160,<end>,<end>
161,hello ,intro
162,hi howare you ? ,intro
163,good . i am interested in your item . is it in good shape ? ,inquire
164,i am not selling an item what we offer to do is unlock your phone so it can be ran on any network . i would go no lower than 45 for this service . ,init-price
165,that sounds like a good deal . would it be possible to get it for 25 dollars ? ,counter-price
166,not at all i would drop to 35 but any lower and i am losing money for my time . ,counter-price
167,35 sounds like a good deal to me . let's make it happen . ,agree
168,<end>,<end>
169,"hey there , you're interested in the beautiful apartment ? ",intro
170,yes indeed what condition is it in ? ,inquire
171,it is beautiful apartment in upstate new york . we keep it in impeccable condition and only sell to worthwhile clientele so that no one will damage it etc . ,inform
172,i would love your apartment but can pay no higher than 900 dollars a month . would you accept 3 months cash up front plus a secutity deposit of 700 for a rent of 900 dollars ? ,init-price
173,"yeah 1300 does sound good , it's a pretty nice apartment . ",agree
174,"in addition , the appliances are included including the fridge and stove; and there is a variety of local businesses . ",supplemental
175,ok 1300 is good ,agree
176,<end>,<end>
177,hello ,intro
178,hello ,intro
179,can i buy your santa cruz nomad ? i'll offer you $2240 and i'll bring you a case of beer as well as bring my friends to pick it up . deal ? ,init-price
180,<end>,<end>
181,hello ,intro
182,hello i am very interested in your apartment . are there any utilities included in the price ? ,inquire
183,"yes . for a low low price of $2634 you will get every utility that is usually included in a home including: running water , electricity , heat and central air ",init-price
184,that is the other question i had . ,inquire
185,is there any special going on ? i would even be willing to sign a longer lease but i really wanted to keep rent at about $2000 ,counter-price
186,i do not think i can go that low . ,disagree
187,"this is a luxurious home with many different appliances and utilities ready and available for you . we have luxuries such as a pool , fitness center and reserved parking . ",insist
188,the lowest i can go is 2350 as long as you agree to sign an additional 2 year lease ,counter-price
189,i can do 2350 thank you so much . ,agree
190,<end>,<end>
191,"wow , this place is great ? i have a perfect credit score . can i have a 10% discount , thank you ! ",vague-price
192,"hmm , i talked to my manager , who talked to his manager , who talked to the president of the company while he was on a golf trip , and he said the best we can do is 5% . ",vague-price
193,omg that is unreasonably quit communication ok ,disagree
194,<end>,<end>
195,"hello , i'm interested in the apartment ! ",intro
196,hello . good to hear that you're interested . ,intro
197,i would like to offer $1295 . i can be your butler for 6 months if you would accept my offer . deal ? ,init-price
198,thank you for your offer . i'm not currently interested in having a butler . the lowest i will accept is $1600 . deal ? ,counter-price
199,<end>,<end>
200,"hello , i'd like to just get to it , if possible . ",intro
201,is it in all working order ? and i think your price is fair and i'd like to come down just a little bit is possible . ,vague-price
202,"ok sounds good . i was thinking 125 , what do you do for me to bring the price down ? ",init-price
203,i just have a really strict budget this month . and i've alloted 112 for this . is that possible ? ,counter-price
204,can you pick it up tonight ? ,inquire
205,"yes i can of course , and pay in cash . ",agree
206,<end>,<end>
207,"hey , nice 70 inch tv you have here ",intro
208,"hello , this tv is old , $275 ",init-price
209,wait if it's old why am i paying full price . 225 and i'll pick it up tomorro ,counter-price
210,ok ,agree
211,<end>,<end>
212,"hi , this phone is last years model , i got the new one , want this one ? ",intro
213,"sure , since it's your old model , i offer you $224 and i will bring you 2 cases of my homemade hat sauce . deal ? ",init-price
214,"whoa hat sauce ? i don't know , i'm asian , i don't think my boyfriend would approve , how about you just bring me three one hundred dollar bills and my boyfriend won't find out about you . ",disagree
215,"i can cook very good chinese food , would you take $224 and i'll make you and your boyfriend dinner for two ? ",insist
216,"hmm , that is reasonable , but we don't need anyone for tonight . 4 is not a good number for me , so $260 ",counter-price
217,<end>,<end>
218,hi how are you ? ,intro
219,i'm doing great ! are you still selling your chair ? ,intro
220,i am they are beautiful chairs i will sell one of them for 150 or 2 for 250 ,init-price
221,can i get them for 85 each ? they look to be in great condition ! ,counter-price
222,i would be willing to drop them off to you for 200 . ,counter-price
223,can you do $190 ? ,counter-price
224,sure ,agree
225,<end>,<end>
226,hello are you still selling the tv ? ,intro
227,"indeed . i am . just installed a new lamp and going for the low , low price of only $275 ! ",init-price
228,what kind of condition is the tv in ? any problems with it ? ,inquire
229,"works like brand new , and like i said , basically just had it refurbished with the new lamp . ",inform
230,so it says on the listing that it's 10 years old ? that price is a little high for such an old tv don't you think ? ,vague-price
231,"it was close to $6000 brand new , remember the thing is a 70 incher . ",insist
232,"you can get much newer 70 inch tvs for that price , could you come down a little on it ? ",vague-price
233,"for a new ty , at that price you'd be lucky to get a 40 inch chinese knock off brand at walmar for that price . but tell you what , i'll toss in free delivery on the jvc . ",vague-price
234,"i think you are a little off on the pricing still , we're talking about 10 years here not 2 or 3 . would you take 200 ? ",counter-price
235,$220 and you do your own pick up . ,counter-price
236,okay you have a deal . ,agree
237,<end>,<end>
238,howdy nice bike you got there ,intro
239,thank you it has been great for me but i got a new one so time for someone else to enjoy it . ,intro
240,so most of its accessories don't work ? ,inquire
241,yes that is true and i did take that into account when i was trying to figure out how much to ask for it . ,inform
242,"fair enough . tell you what , i'll give you 75 cash , i'll even come and pick it up . you ain't gotta lift a finger . ",init-price
243,well i already have an offer for 175 but they can't pick it up till next week . can you get closer to that ? ,vague-price
244,yeeesh man . that's still pretty steep . i could do 100 ? still the same deal . i pick up ,counter-price
245,i have to have atleast 125 . i can't go any lower than that but i can thrown in a spare tire set of tires that i have for it . ,counter-price
246,"you know . you drive a hard bargain . that's a deal . 125 , new tires , and i'll still come and pick it up ",agree
247,<end>,<end>
248,"hey man , are you still selling you front wheel 700c ? i am interested in buying it ",intro
249,i am im offering it for 50 dollars ,init-price
250,is it in good condition ? your ad didnt say anything ,inquire
251,very good condition 700c/32/h/laced 3x with hollow axle hubs that save 50 grams per wheel and dt competition spokes well worth 50 bucks ,inform
252,"okay , i like it . i am a little short on cash though . can i offer you $30 and a 64gb flash drive ? ",counter-price
253,is the lash drive 2 . 0 or 3 . 0 ? ,inquire
254,3 . 0 ,inform
255,perfect ill take it then ,agree
256,<end>,<end>
257,"wheels brooo , whe e e e ls ! ",intro
258,are you interested in my bmx wheels ? ,intro
259,"i'm all about your wheels , but listen i have to pee . can i use your bathroom ? ",inquire
260,that's a weird question and no . if you want to buy the bmx wheels i'd rather meet in a public place somewhere . ,disagree
261,"oh , shoot , yeah i guess it is kinda weird . uh i have like $90 on me , i can give you $90 right now , but i gotta run to the bathroom back at my house , i don't have time to get another $10 is $90 cool ? ",init-price
262,i can do 90 we got a deal . ,agree
263,<end>,<end>
264,"hello , do you want to buy the leather chair tonight ? ",intro
265,hi there i am interested in the theater seats that you have available . ,intro
266,"okay , what do you offer ? i was thinking about 1800 but can go a little lower if you do something for me ",init-price
267,well i can only afford 800 for used seats . i know that these new would be about 1800 and that would include delivery . i can pick them up right away . ,counter-price
268,okay that sounds good ! deal ! dont forget to come by ! ,agree
269,<end>,<end>
270,hi how are you ? ,intro
271,i'm really sad . . someone ran over my bike today and i need to buy a new one . could you please give me a good deal ? ,intro
272,my asking price is a wonderful deal in and of itself it has a tektro brakeset and alex z10000 rims ,counter-price
273,"yes , that's one of the reasons why i want the bike . could i come and paint your house in exchange for the bike for $81 ? ",init-price
274,yes 81 dollars is a very fair deal ,agree
275,<end>,<end>
276,hello i'm interested in your apartment . can you tell me if an extra deposit is required ? ,intro
277,we do require a deposit based on your credit up to 1 months rent plus a $500 non-refundable deposit if you have cats . ,init-price
278,okay that's possible . ,agree
279,and utilities are they included ? ,inquire
280,"we do include gas , electric , water and trash in the rental price . there is also wi-fi available in the common areas . ",inform
281,that's super . i'm really hoping we can come down on the price a bit . this is a great place it's just a little out of my comfortable budget at the moment . i'd be stretching it at this price . are you willing to come down on the price ? ,vague-price
282,well we do have a special if you sign a 2 year lease we are offering $200 off your rent which would make it $2450 . ,counter-price
283,i really need it to be lower . otherwise i'm going to be cutting into my essential needs like grocery budget . ,vague-price
284,well what price were you looking for ? ,inquire
285,in an ideal world where i don't have to struggle at all . it would be 1800 (in a super ideal world it would be 200 per month) . ,counter-price
286,"well i can't go quite that low , that is the price of our 1 bedrooms and this is a 3 bed 2 bath unit .",disagree
287," i will let you in on a little secret , this saturday we are having a grand re-opening and running a special 2000 a month and no deposit on approved credit . would that work better for you ? ",supplemental
288,yes that's possible . do you really do this for a living ? you are quite good at it . thank-you . ,agree
289,<end>,<end>
290,"hi i am interested in your santa cruz , is it still available ? ",intro
291,"yes , still available ! are you interested ? ",intro
292,i am but the price is a little too high for me . would you be willing to lower your price ? ,vague-price
293,i would be willing to lower it . what is your offer ? ,agree
294,"i have 2400 dollars , could you work with that price ? ",init-price
295,"i am in financial trouble so i am in a very tough spot currently . is there any way you could do 2 , 550 ? ",counter-price
296,i can do $2550 if you would be able to deliver it for me ? ,agree
297,"delivery is not a problem . it was great doing business with you , consider it sold ! ",agree
298,<end>,<end>
299,"hi , how are you doing ? ",intro
300,i broke my foot in 3 different places and i just got the worst haircut ever . i'm not doing well . i'll sell you the dresser for $150 if you can bring me a wig . ,init-price
301,that sounds awful sorry about that ! i would be willing to buy it for 135 and bring you your wig would you accept that ? ,counter-price
302,"can you bring me a long red wig ? if so , you have yourself a deal . ",inquire
303,yes of course you will pay for the wig of course right ? they are very expensive ! ,agree
304,<end>,<end>
305,"hello , i am looking at your apartment on allston place , i like it a lot ! ",intro
306,"that's good to hear ! we actually have a lot of interest in this unit currently , are you interested in leasing today ? ",intro
307,yeah i can pay some rent today and do a deposit as well . can you lower the price a little ? ,vague-price
308,"yes i can be flexible on the price , our listing price is $2 , 250 , i would be willing to take off 10% for a price of $2 , 005 and will include 3 guest parking spaces which usually go for $75/month . ",init-price
309,<end>,<end>
310,hey there ,intro
311,"hi , i am interested in your bike for sale . ",intro
312,i have cash on me right now and i'm willing to pick it up . would it be possible to do this for $1100 ? ,init-price
313,sorry 1100 is a lot less than i am looking for . ,disagree
314,i could take off 10% if you pick it up . ,vague-price
315,that would make it 1440 ,counter-price
316,that sounds fair . i will take the deal ! ,agree
317,<end>,<end>
318,hi how are you doing ? ,intro
319,i'm doing good thank you how are you ? ,intro
320,i'm doing very well thank's . i am quite interested in your truck can you give me a description of it's condition ? ,inquire
321,it's in good condition it's been very well maintained everything works on it and it's got new tires . it runs like new pretty much . ,inform
322,still with 157k miles i would only be able to pay 5000 is that agreeable ? ,init-price
323,i can come down on the price a little bit but these are mostly highway miles so it's not as bad as you might think . ,supplemental
324,how about 7500 ,counter-price
325,that is still a little pricey for me i would be able to come today with 6090 in cash if you would agree to that ? ,counter-price
326,7000 cash and its a deal ,agree
327,<end>,<end>
328,hi i am interested in the car you have for sale . ,intro
329,how many miles are on it and is there anything wrong with it ? ,inquire
330,"there's some kind of misfire in the engine i was told it has a dead cylinder , that should be the only issue . ",inform
331,oh ouch and how many miles are on it ? ,inquire
332,it only has about 66k miles on it . ,inform
333,well with that problem and the hassle it is going to be to get it registered in the us i could only really offer you $2000 for it . ,init-price
334,if i have to replace the motor that is going to cost a fortune . ,insist
335,"you don't have to replace the whole engine , i already lowered the price considering the repair cost . other than the repair it is still pretty new and has a lot of mileage left in it . ",vague-price
336,"well i will tell you what , i can do 3 , 500 but that is only after i have my mechanic look at it . there is still the hassle of getting it registered here . ",counter-price
337,"look i can bring it down to 6500 if that helps you out but you might be looking for a way cheaper car , this one might be out of your price range ",counter-price
338,i'll tell you what i can do 5000 but you have to deliver it to me . ,counter-price
339,and no it's not too expensive for me i just really don't need it just like it . ,insist
340,"6400 and that's my final offer , and you come to pick it up . ",counter-price
341,keep it have a nice day ,disagree
342,<end>,<end>
343,are you interested in my phone case ? ,intro
344,yes would you be willing to lower the price to $10 ? ,init-price
345,i cannot go that low . could you do $15 ? ,counter-price
346,i have cash in hand and i can pick it up today . the highest i can go is $12 . ,counter-price
347,sorry i cannot go any lower than $15 . ,disagree
348,can you meet me half way so i don't have to drive so far ? i can do $15 then . ,inquire
349,where are you located ? ,inquire
350,i'm in downtown ,inform
351,awesome . i have somewhere to be in that area later today so we can meet up . ,agree
352,ok great . let's meet at 4pm . $15 thanks my man ,agree
353,<end>,<end>
354,"hi , i see you have a mattress , box spring and frame for sale ! ",intro
355,can you tell me more about the condition of the items> ,inquire
356,"yes , i sure can ! they are all in excellent condition for being used for two years . there is no damage except the frame is missing a floor coaster . ",inform
357,"great , so no stains , correct ? ",inquire
358,"there are no stains , the mattress had a cover on it while in use and i have also taken the time to have it cleaned with steam and anti-bacterial cleaner solution . ",inform
359,"wow , that is awesome . i am really interested in buying the bed , but the price is a little too high for me . what is the lowest you are willing to take ? ",vague-price
360,"if you can pick it up , i will drop that price to $250 just for you . are you also interested in the free sheets and comforter ? ",init-price
361,"that is still too high for me . i am about to start at the local university , and all i have is $140 to spend ",counter-price
362,"oh wow , that is substantially lower than what i'd like to sell it for . ",agree
363,if i do $140 will you help me move into my new apartment ? it should only take 3 hours and i have a moving truck but nobody to help . ,vague-price
364,i absolutely can ! sounds like a great deal ! ,agree
365,"wow , awesome ! ",agree
366,<end>,<end>
367,hi i am possibly interested in your apartment . ,intro
368,can you tell me how many bedrooms and if anything is included in the rent ? ,inquire
369,it is three bedrooms and utilities are not included in the rent price . ,inform
370,"oh i was hoping that utilities were included . could you maybe come down on the price , say 2100 ",init-price
371,i'm afraid the price is going to have to be pretty firm because this unit has been newly updated and it's in a good area . ,vague-price
372,oh ok how much is the deposit ? ,inquire
373,it will be one month of rent for the deposit . ,inform
374,"oh wow that is a lot to move in i'll tell you what , i will sign a 2 year lease if you will take 2400 for it . ",counter-price
375,if you sign a two-year lease we can do 2500 . ,counter-price
376,i can do that . ,agree
377,<end>,<end>
378,"hi , how old is this item ? ",inquire
379,"it is about a year old , but still in new condition . comes with the box and all of the accessories ! ",inform
380,nice . any additional accessories or just the ones from the box ? ,inquire
381,"i do have a few cases , and a screen protector . i can throw those in as well ! ",inform
382,could you do $12 ? ,init-price
383,"$12 is a bit too low , i can do $18 though . ",counter-price
384,"$18 sounds good , especially with the extra items you mentioned . ",agree
385,<end>,<end>
386,"hello , i want to buy your schwinn bike ! ",intro
387,is it in good shaep ? ,inquire
388,yes actually it's old but it has been very well kept . everything still works like new . ,inform
389,thats good to hear . i really like the bike and i almost have enough for your asking price . is $230 okay ? i can come get it in 15 minutes ,init-price
390,well i already dropped the price like $20 on this so how about 240 ? would that work for you ? ,counter-price
391,that's great ! i'll send my offer now ,agree
392,<end>,<end>
393,hi is the table and bench still available ? ,intro
394,yes i still have them for sale here . ,intro
395,are they in good shape ? ,inquire
396,yes it is still in good shape it's very well built and it's very sturdy . ,inform
397,i see you have it listed for $575 . are you willing to come down on the price some ? ,init-price
398,sure i can work with you on the price a little bit what did you have in mind ? ,inquire
399,i was thinking about $400 ? ,counter-price
400,475 and its a deal ,counter-price
401,"the most i can come up with at this time is $450 , would that work for you ? ",counter-price
402,470 final offer . ,counter-price
403,"okay , for $470 can you deliver and help me bring it inside ? ",agree
404,<end>,<end>
405,do you like the table ? ,intro
406,hi i am interested in the desk that you have for sale can you tell me is it in good condition ? ,inquire
407,"it is in very good condition , it was built in the 30's so it's an antique . usually things don't last this long if they aren't well made ",inform
408,that is true . i will give you $100 for it . ,init-price
409,it will take hours to strip all that paint off if it . i collect and restore antiques this never should have been painted . ,insist
410,"i tell you what , i'll remove the paint myself to save you the time if you come up a little on price . say $300 ",counter-price
411,if you do all that work i can give you $200 that is really my max for something like this . ,counter-price
412,sounds like a deal ,agree
413,<end>,<end>
414,"hello , i am looking to sell my house . it is 5 bedroom and 1 bathroom . its a great deal ! ",intro
415,could you tell me a little more about it ? does it come with appliances ? what kind of flooring is there ? ,inquire
416,"it has appliances , wood floors , and has parking for 3 cars . i know you'll love it ! ",inform
417,i'll even drop the price a little for you ! $3600 and its yours ,init-price
418,the thing is it's in a really bad area . other places like that are going for like $1900 . can you do 2000 ? ,counter-price
419,yeah $2000 works for me ! ,agree
420,oh wow that's great thank you ! ! ,agree
421,<end>,<end>
422,have any questions about the car ? ,intro
423,hi i am interested in your acura how many miles are on it and is there anything wrong with it ? ,inquire
424,"theres about 232 , 000 miles on it . there's nothing wrong with it i'm just looking for extra cash ",inform
425,that is a ton of miles . i will give you $1500 for it today . i can be there in an hour . ,init-price
426,that's a little too low for me . ,vague-price
427,the car runs great and has great mileage . the tires are new as well . ,insist
428, best i can do is $2500 and i can even bring it to you,counter-price
429,my limit is 2100 it is for my son it will be his first car and he has saved up 2100 from working all summer . ,counter-price
430,"sounds fair , you have to come get it though ",agree
431,not a problem he is excited to drive so we will be there shortly . ,agree
432,<end>,<end>
433,"hello , how are you ? were you looking to purchase the dresser ? ",intro
434,"yes i am interested , how big is it and what condition is it in ? ",inquire
435,"it is in great condition , i actualy just sanded it down and repainted in about two months ago . it is 4 feet tall and about 2 feet wide . ",inform
436,how many drawers does it have ? ,inquire
437,"there are 4 drawers all together . the drawers are very deep though , you can fit a lot of clothes in them ! ",inform
438,"i needed about 8 drawers , i can give you $50 for the dresser in its current condition ",init-price
439,"the lowest i can go is $100 , it is real solid oak ! ",counter-price
440,i can deliver and help you bring it inside as well ,supplemental
441,how about $75 and you don't have to deliver or help me ,counter-price
442,<end>,<end>
443,will you take 5500 if i pick it up ? ,init-price
444,considering it's still in good shape and it has low mileage that price is way too low for me . ,disagree
445,can you make a serious offer ? ,inquire
446,5900 is the highest offer if you clean it before i pick it up ,counter-price
447,come on work with me a little bit here i've already gotten offers for 7000 so do you think you can at least match that ? ,disagree
448,<end>,<end>
449,"hi , are you here for the imported italian sofa ? ",intro
450,"no , i am here for the ice cream ",disagree
451,"haha , i dig the sense of humor . ",intro
452,<end>,<end>
453,does the car still have a warranty on it ? ,intro
454,sorry the warranty has already expired . it is still a very good suv though no problems at all and no cosmetic defects . ,supplemental
455,i'm tight on funds but i own a landscaping company . would you be willing to take $4900 and 6 months lawn care ? ,init-price
456,5000 and 6 months lawn care and you have yourself a deal ! ,counter-price
457,that sounds fair enough ,agree
458,<end>,<end>
459,"hi there , i am very interested in the bicycle ! ",intro
460,of course . it's a very special bike . i'm asking $1500 for it . ,init-price
