,text,meta_text
130,it is pretty sweet . would you take $180 for it ? ,init-price
131,"yeah , i think its a fair price . ",agree
132,<end>,<end>
133,hi ,intro
134,hi . i'm interested in hour drone quadcopter . can you provide additional information about the drone ? is it really in mint condition ? ,inquire
135,yes sure can . the drone quadcopter is like new and has only been flown two times . it hasn't crashed at all . there's no scratches and it's in mint condition ,inform
136,great ! how much are you willing to sell it for ? ,inquire
137,"you will get the charger , manual , remote , wifi extender all for $300 . however , i am willing to negotiate the price if $300 is a little too much but i can't go too low ",init-price
138,the market value for a drone in this condition and make is only 210 . are you willing to offer 210 ? ,counter-price
139,"i can't sell for $210 , are you willing to make another offer ? ",inquire
140,"i tell you what . i will come and pick it up , for around 250 ? are you willing to meet me in the middle ? ",counter-price
141,you have a deal ,agree
142,great ! ,agree
143,<end>,<end>
144,"hi , i saw your iphone is for sale . what kind of condition is it in ? ",inquire
145,"it's like new , so really good condition ",inform
146,would you include the charger and any other cables i would need for the iphone ? ,inquire
147,"absolutely , and they'll be all new ! ",inform
148,i've been looking around at iphones and my target price is $300 . ,init-price
149,if i picked it up within the next two hours could you agree to that price ? ,inquire
150,<end>,<end>
151,hello i see that you are interested in renting an apartment at cinnamon apartments ,intro
152,hi ! i'm interested in the home . how is the local area ? ,inquire
153,this is the best location in hayward ,inform
154,"if i pay 12 months of rent at once , can i do 1800 a month ? ",init-price
155,i could only do 2000 if you paid 12 months in advance ,counter-price
156,only a 150 dollars ? i say 1900 a month max ,counter-price
157,with as many amenities as we offer and proximity to downtown i could do 1975 ,counter-price
158,"deal , i can do 1975 ",agree
159,<end>,<end>
160,"hi , i'm interested in the land rover ",intro
161,great . ,intro
162,how many miles does the vehicle have on it ? ,inquire
163,135k ,inform
164,"that seems pretty high , would you be willing to drop the price due to the number of miles ? ",inquire
165,maybe a little . ,inform
166,what is your offer ? ,inquire
167,how about $2100 and i'll pay you cash and drive it away today . ,init-price
168,i could go down to maybe 2800 . ,counter-price
169,that might be a little higher than the vehicle is worth . how about $2400 and you get the oil changed before i pick it up ? ,counter-price
170,"i'm pretty sure i can sell at closer to 3000 . if you come today , i'll give it to you for 2750 . ",counter-price
171,that still is a little high for me . i can pay you in cash if you come down to $2600 . you won't have to worry about cashing a check . ,counter-price
172,i'm not going below 2750 . final offer . ,insist
173,"i really like the vehicle , but i can't go over $2 , 600 which is a fair price for that vehicle . ",insist
174,well here's the deal take it or leave it . ,unknown
175,<end>,<end>
176,is this still for sale ,intro
177,"hey , im willing to sell this item for $30 ",init-price
178,how tall is it ,inquire
179,its 57 cm tall ,inform
180,what color is it ,inquire
181,its yellow ! ,inform
182,i can buy it for $20 ,counter-price
183,how about 25 ,counter-price
184,can you deleaver ,inquire
185,yeah i can do that if we agree on $25 ,inform
186,$25 sounds good ,agree
187,ok then . ,agree
188,<end>,<end>
189,hi . . how are you ? ,intro
190,i am great ! hope you are well . i saw your listing and i am very interested in this item . how long have you had the item ? ,inquire
191,doing great . thanks . haven't had it long at all . purchased and really don't use at all . . just looking to sell . ,inform
192,any issues with it ? ,inquire
193,nope . none at all . excellent condition . camera is great on it too . ,inform
194,awesome ! my old one has the worst camera . i would like to purchase this item can you do $180 and i can pick up now ? ,init-price
195,$185 and you got yourself a deal . . ,counter-price
196,great ! i will take it ! ,agree
197,great . thanks ! ,thanks
198,<end>,<end>
199,hello ,intro
200,hi ! how's the flooring of the apartments ? ,inquire
201,"the apartments are in great condition , i think you'll be pleased . ",inform
202,what type is it though ? tile or carpet ? ,inquire
203,"oh , the apartments are hardwood throughout , except the bathrooms , which have shag carpeting . ",inform
204,"that's a big turnoff , carpet in the bathrooms . i am willing to pay 800 a month ",init-price
205,"i'm sorry , but that's just too low an offer . these apartments are already a steal at $1556 a month . i have a little room to negotiate , but i couldn't come down to 800 . ",counter-price
206,"oh okay , i am willing to do at least 1000 ",counter-price
207,"if you can come up to $1400 , i could have a crew come in and remove the shag carpeting; it's hardwood underneath in the bathroom . ",counter-price
208,"if i pay a years worth of rent up front , can it be 1350 ? ",counter-price
209,that sounds fair . ,agree
210,<end>,<end>
211,hi . are you interested in the truck ? ,intro
212,yes i am . ,intro
213,"it's still for sale . i'm asking 27k . it's in mint condition . no rust , it's always been stored in a garage too . ",init-price
214,how many miles ? ,inquire
215,"only 5 , 200 . ",inform
216,it's a nice truck . i have 13000 in cash today ,counter-price
217,"i'm sorry , that is less than half of what i'm asking . unless you can give me the cash + something to trade , i'll need more . i could do payments on the balance . ",vague-price
218,well i have a 2009 harley motorcycle that belonged to my late husband . it's sitting in the garage collecting dust . i'm purchasing the truck for my son . how about 13000 plus the motorcycle ? ,insist
219,you have a deal . that works for me ! ,agree
220,awesome ,thanks
221,<end>,<end>
222,hello there ! ,intro
223,hi ! how are you today ? i'm interested in the phone you have up for sale . ,intro
224,i am good . sure . definitely . do you have any questions for me ? i am selling it for 750 and its new and unopened ,init-price
225,it is for the tmobile network correct ? i have that carrier so i want to double ceck . ,inquire
226,yes it is . sure we can ,inform
227,ok great ! would you take $375 cash for it ? ,counter-price
228,wow that's half of what i am asking . sorry this is a totally new item and i have already put a fair price on it . i can only accept $600 last for it . ,counter-price
229,ok how about 575 ? thanks for considering ,counter-price
230,okay i can do that . but i cant ship it to you . you will have to pay for the shipping separate if you need it to be mailed to you ? ,agree
231,ok sounds great ! ,agree
232,<end>,<end>
233,hi ! ,intro
234,"hi , how are you today ? ",intro
235,i'm great what about you ? ,intro
236,"doing great , are you looking for a place to rent ? ",intro
237,"yes , how's the local area ? ",inquire
238,"it's a safe , family friendly area with lakes nearby . very beautiful area . ",inform
239,"great , if i pay a years worth of rent up front can i have it be 2950 ? ",init-price
240,i think we can work a deal out of that :) ,agree
241,great ! ,thanks
242,<end>,<end>
243,hi ! i see you are interested ,intro
244,yes i am ! how new is it ? ,inquire
245,"it's brand new , this is actually a steal ! ",inform
246,i don't see a lot of information about it but it doesn't look that new ,disagree
247,it actually is new but that picture doesn't reporesent it well ,disagree
248,i will take it off your hands for 200 ,init-price
249,how about 215 ? ,counter-price
250,210 ? since it seems kind old ? ,counter-price
251,215 final offer since it has no wear ,counter-price
252,deal ,agree
253,<end>,<end>
254,"hi . i see you are looking at my beautiful glass shelf . i used it to display my plate collections . it has a nice groove in it , just for that ! not that you need to use it . ",intro
255,"hello , yes i am , i'm very interested in it . i am sure that was a beautiful set up . you gave me an idea ",intro
256,"it is a good size too ! 32"" x 19 . 5"" a real bargain for $25 . ",init-price
257,how long have you had it may i ask ? ,inquire
258,i've had it for 55 years . it might even be considered and antique by some . still in the same condition as the day i bought it though . ,inform
259,"oh wow ! my aunt loves antique things so i have changed my mind , i would love for her to have this . is the price negotiable ? ",inquire
260,it can be . ,inform
261,what are you thinking ? ,inquire
262,are you willing to accept $17 ? ,counter-price
263,i guess i can do that . ,agree
264,<end>,<end>
265,"hello , im willing to sell this for 2700 ",init-price
266,does it have a pool ? ,inquire
267,"no it doesnt , it does have a fitness center though . ",inform
268,are there carpets or hardwoods ? ,inquire
269,"yesit has carpets , and also high speed internet . ",inform
270,is water included ? ,inquire
271,"no , not really but i can include it if we settle for that price . ",inform
272,i only have 1500/mo in my budget for housing would you take that ? ,counter-price
273,thats way too low for what im asking i would be willing to settle for 2200 but i wouldnt include water expenses ,counter-price
274,i just did a google search and your next door neighbor is a sex offender . i think that depreciates the value by 000 . i could pay 1700 ,counter-price
275,my las offer would be 2000 i cant lower myself any more than that ,counter-price
276,<end>,<end>
277,hello@ ,intro
278,hi . thank you for responding to my ad ? i see you are in the market for a iphone 6 . ,intro
279,"sorry for the typo . yes , i am interested in the phone , but it only has 16 gb ? ",inquire
280,"yes sir . since the data requirement is too low , i'm willing to give it you for 250 . 00 . ",init-price
281,i see . i'm wondering about the screen since i can't see it in the picture . is it cracked or damaged at all ? ,inquire
282,no sir . the screen is perfect ! ,inform
283,"would you accept $235 cash for it , and i'll pick it up ? ",counter-price
284,what about 250 . 00 ? i will even through in a free phone case for you ? are you willing to meet me there ? ,insist
285,"with a free phone case , and if you meet me , i'll pay $250 . ",agree
286,<end>,<end>
287,hi ! im very interested in your bike ! it looks great ! any damage ? ,inquire
288,"no damage ! it was only ridden once , so it's basically brand new ! ",inform
289,ok great ! i could come pick up tonight if your in town . i am wondering if you'd drop the price a bit ? im in the market but also on a budget . i'd like to be around 140 . can we work around that price ? ,init-price
290,that's a little low for me . how about 160 ,counter-price
291,"you know i think 160 is fair , ill be by later tonight if that works for you ! ",agree
292,awesome that works perfectly ! ,thanks
293,<end>,<end>
294,hi i just saw your sewing table and i love the rustic look of it . have you owned it a long time ? ,inquire
295,a few years ,inform
296,i see your offering it for $30 . it is a cool table but it is also pretty beat up . if i picked it up tonight could you let it go for $20 ? ,init-price
297,sure that would be great ,agree
298,thanks . ,thanks
299,<end>,<end>
300,"hello , how are you doing today ? ",intro
301,hi very well thank you for asking . are you interested in the rug ? ,intro
302,yes i am . what condition is it in ? ,inquire
303,its in a new condition . i didn't use it . very well maintained ,inform
304,"that's nice . unfortunately , i can't do $100 . would $50 be acceptable ? ",init-price
305,i can do $80 and you come pick it up ,counter-price
306,i would gladly come and pick it up for $70 . that's all the cash i have . ,counter-price
307,"well i wanna get rid of it anyway , so i will take the $70 dollars . ",agree
308,<end>,<end>
309,any questions ? ,intro
310,hi i'm interested in renting an appartment ,intro
311,great ! ,intro
312,could you tell me about any special features ? ,inquire
313,"it has a pool , a/c , and shopping outlets nearby ",inform
314,oh that is awesome ! ! how is the general area ? ,inquire
315,it's great since it is a very urban and wealthy area ,inform
316,thats awesome any special offers for new leases ? i am willing to pay 6 months in advance if the offer is good enough ,inquire
317,if you pay the first years rent up front you can have 1600 a month ,init-price
318,wow how about 1550 and i'll pay the full year ,counter-price
319,i can only do as much as 1575 . but that'll be using a future promotions discount ,counter-price
320,how about i pay 18 months and you discount it to 1300 ? ,counter-price
321,i can do 18 months for 1550 ,counter-price
322,im sorry the most i could afford is 1300 if i am paying 18 months in advance ,insist
323,you can't do 1550 for 12 months and then 1300 for 18 months ? ,inquire
324,<end>,<end>
325,"hi , i have an iphone 6 i need unlocked . are you able to provide that service ? ",inquire
326,"yes i sure can , my team and i specialize in these kind of things . we leave all of our customers satisfied with our service . ",inform
327,if aafter you unlock it and i happen to experience a problem do you provide a warranty to fix the problem for free ? ,inquire
328,"in case there is any problem , i will take a look and see what i can do without any additional cost . also in the event that there is a problem that i can't fix , i will gladly refund you ",inform
329,would you be willing to accept $35 for a first time customer . if i'm satisfied i will be able to refer a lot of my friends to you and help you earn more business . ,init-price
330,we usually cut a deal for our first time customers but we normally don't accept any lower than $40 ,counter-price
331,i think $40 is very fair . ,agree
332,great ,thanks
333,<end>,<end>
334,hi there . is this unit available ? ,intro
335,hi ! how are you ? yes it still is available . ,intro
336,yes i am . can you tell me if pets are allowed ? ,inquire
337,yes cats and dogs are allowed . we only allow smaller dogs under 35lbs full grown . ,inform
338,that's fine . how about smoking ? is it smoke free area or ? ,inquire
339,yes it is ! ,inform
340,that's good . so are you willing to accept $2428 for it ? ,init-price
341,i could do 2600 . ,counter-price
342,how about 2500 ? ,counter-price
343,how about 2580 ,counter-price
344,okay i will take it cause its exactly what i am looking for . thank you ,agree
345,ok great ,agree
346,<end>,<end>
347,hi ! ,intro
348,hi there ! are you interested in my hutch ? ,intro
349,yes i am is it in good condition ? ,inquire
350,it is in great condition . there is a little distressed look on the edges but that is just normal wear and tear ,inform
351,cool and would you be willing to negotiate on your price of 75 because of that ? ,init-price
352,"yes , i would , how about 65 . 00 ? ",counter-price
353,"that's perfect , lets do it ! ",agree
354,great ! it's a deal ! ,agree
355,<end>,<end>
356,hi . i'm looking for a 1 bedroom apt . ,intro
357,"good evening ! we currently have a 1 bedroom , 1 bathroom apartment available . ",intro
358,that's great . my price range is between 1500 and 2000 . do you have anything for that price ? ,init-price
359,"the listing price is $2834 , though that could be negotiated . ",counter-price
360,great . the location seem's great . how about 2200 . 00 ? ,counter-price
361,"there is a great view of san francisco ! 2200 . 00 is a little below our threshold , though we could work out other terms . ",vague-price
362,<end>,<end>
363,"hi , how are you ? i am very interested in your listing . ",intro
364,"hello , it's a 2008 toyota prius . very low mileage . only 44 , 900 . i am asking $9 , 299 for it . it's a steal . ",init-price
365,has it had any damage from flooding or accidents ? ,inquire
366,no damage . it has only been driven a short distance to and from work everyday . one owner . it also has a backup camera . ,inform
367,<end>,<end>
368,"hey im interested in the ad , im willing to pay 1400 for this ",init-price
369,hi . i am not able to go that low as this is right in downtown . the location is perfect which is why it is priced higher . ,vague-price
370,how low are you willing to go ? ,inquire
371,i can do $2000 if you can pay cash every month . ,counter-price
372,can we agree 1900 and ill pay cash . ,counter-price
373,meet me at $1950 and we can have a deal . ,counter-price
374,"ok , ill make the offer then ",agree
375,thank you . ,thanks
376,<end>,<end>
377,could you tell me more about your car that you have for sale ,inquire
378,"sure , i bought it brand new off the lot in when i graduated middle school ",inform
379,how many miles does it have ,inquire
380,7889 mostly cruising around town . has not left the state since 85 ,inform
381,i'm also retiring myself which is why i'm wondering if you can come down on the price ,inquire
382,"sure , i would really like a boat , do you have anything to trade ",inquire
383,"i do have a boat would you like to do $12 , 000 plus the boat ",init-price
384,what type of boat ? ,inquire
385,it's a yacht and it's only 5 years old and it has an area underneath with a kitchen and a bedroom and a living room ,inform
386,sounds like a deal ,agree
387,<end>,<end>
388,"hi , are you interested in my bike ? ",intro
389,"yes , i saw the ad and i might be intereste . ",intro
390,awesome do you have any questions ? ,intro
391,"well , does the bike have any problems ? ",inquire
392,it doesn't have any issues it rides really well ,inform
393,"well , then i'm interested . i'd like to pay $985 . ",init-price
394,i can do that ! if you can pick it up today ,agree
395,"okay , great , i'll be by later tonight to pick it up . does that work for you ? ",inquire
396,it does ! see you then ! ,inform
397,"okay , good , i'll be around your house at 10p . m . to get it . i'll also pick up the bike :) ",agree
398,<end>,<end>
399,hello ! ,intro
400,hi . . what questions do u have ? ,intro
401,"it seems to be just what i'm looking for , but i was hoping to pay more like $330 . ",init-price
402,"well this is basically brand new and factory unlocked for whatever carrier u have . comes with all new accessories , charger and headphone . i would really like to get at least $350 out of it with all the accessories and such . no scratches either ! ",counter-price
403,"i would love to have the accessories too . what about $345 cash , and i'll pick it up . ",counter-price
404,$345 sounds like a fair deal ! ! ! ,agree
405,<end>,<end>
406,"hi , i am interested in you rbike ",intro
407,"great ! well , it's on the newer end , but is used . i'm asking 1500$ for it . ",init-price
408,are there any issues with it ? ,inquire
409,i've never had any . i'm only getting rid of it because i'm moving away . it's a great bike ,inform
410,okay great ! if i were to pick up tonight could you take a little less ? ,inquire
411,i could do 1300$ if you grab it today . ,init-price
412,okay that is about what i was thinking ! 1300 is perfect ! i will pick it up in an hour ! ,agree
413,<end>,<end>
414,hello . how are you ? ,intro
415,"hi , i'm great , are the chairs new ? ",inquire
416,no they're not new . but they're not that old either . they are in good condition and very strong quality . ,inform
417,since they're not new and you want to take them off your hands i can do 40 ,init-price
418,yeah works for me . you will have to come get it though . ,agree
419,"sure , sounds fair ",agree
420,okay then thanks ! ,thanks
421,<end>,<end>
422,"hello , i see your are interested in my truck . ",intro
423,it's a beautiful truck . what are the miles on it ? ,inquire
424,"10 , 000 , for the most part , i just use it for work . i've spend a lot of time and money taking care of it . ",inform
425,is the warranty still good ? ,inquire
426,it is for a few more years . ,inform
427,are the seats leather or cloth ? ,inquire
428,leather . ,inform
429,"seeing that this truck is older and diesels are expensive to work on would you take $15 , 500 for it ? ",init-price
430,i can do 16000 and throw in this awesome alpine console system that has both andriod auto and apple carplay and features wireless connectivity . ,counter-price
431,okay deal ! ! ! ,agree
432,<end>,<end>
433,hello ! i'm really interested in your apartment . what is the asking price ? ,inquire
434,"hello ! it's $2 , 698 . ",init-price
435,wow that seems a little steep . is this a good neighborhood ? what perks are offered with the apartment ? ,inquire
436,"yes it is ! it's an end unit , so its quiet . it's got a patio , dishwasher , air conditioning , courtyard , fitness center , and wondow coverings . we offer a short term lease as well ! ",inform
437,<end>,<end>
438,hello ,intro
439,hi there ! ,intro
440,i am interested in the cell phone ,intro
441,great ! it's in pretty good condition and still works perfectly . ,intro
442,"thank you for the details , but because it used and out of date the most i can offer you is 27 . 00 us dollars ",init-price
443,"hmmm . it is an older phone , but it's still in very good working order . i can't go as low as $27 , but i good maybe do $40 . how does that sound ? ",counter-price
444,how about 28 . 00 dollars and i will give you a bottle of johnny walker whiskey and two cuban cigars ,counter-price
445,"ha ! too bad i don't smoke or drink , or i'd take you up on that offer . how about $32 ? ",counter-price
446,32 dollars is fine . thank you i accept your offer . ,agree
447,great doing business with you ! ,thanks
448,<end>,<end>
449,hi ! i see you're interested in my vehicle . it is a classic 1972 chevelle ,intro
450,yes i am . is the interior mint ? ,inquire
451,no . it is black leather . ,inform
452,"how is the exterior , rust , dings , or dents ? ",inquire
453,it is in excellent condition and has been garage kept . ,inform
454,"honestly i have 12 , 500 in cash to give you today . will you accept ? ",init-price
455,"that is a little low . this is a 72 chevelle in pristine condition . can you come up to $16 , 000 ? ",counter-price
456,"15 , 000 and that is the highest i can go . ",counter-price
457,that will work ,agree
458,"thank you 15 , 000 is the offer . ",thanks
459,<end>,<end>
460,"hi , i just saw the listing near emeryville and i want to verify that its still available ",intro
461,yes its still available and its listed for a prize of $2700 ,init-price
462,"that's too high for that market though , i'd like to make an offer of $1347 please . i'm trying to stay in my budget ",counter-price
463,that way too low ! ,vague-price
464,i can do 2200 and add the the utilities to the offer . ,counter-price
465,how much are the utilities per month ? ,inquire
466,"about $200/$250 , you wont find a better offer in the area . ",counter-price
467,a unit next door is available for 2000 per month though . why is this one so high ? ,inquire
468,"its higher because it has a better interior design , your welcome to visit both units but you will see theres a big difference between them . ",inform
469,i'm sure there is . i'll take you up on the 2200 as long as you honor the utility agreement too . deal ? ,agree
470,"ok , great so we have a deal then ! ",agree
471,<end>,<end>
472,hi are you interested ? ,intro
473,hi i saw your listing for your calculator . i'm very interested as i need one for college . have you ever had any problems with it ? ,inquire
474,not at all . it works great . i have no use for it anymore that's why i am selling it . ,inform
475,i noticed it has names engraved in it and no batteries . sometimes these calculator batteries are expensive . i'm willing to offer $30 for it . will be able to pick it up within an hour . ,init-price
476,i can give it to you for $35 ,counter-price
477,thats a deal . thank you ! ,agree
478,sure ! i will see you in an hour . please text me your name and number so i can text you where to meet me . ,inquire
479,will do . accept the offer and were good . ,inform
480,<end>,<end>
481,hello ,intro
482,hi ! how are you ? are you interested in the board i have for sale ? ,intro
483,yep . ,inform
484,ok well i'm asking $200 for it . ,init-price
485,that's a little too rich for my blood given that it's used . ,vague-price
486,it's like new it's only been used about 4 or 5 times . ,supplemental
487,it's like cars man . i can buy a new one for 2 bits at a store . ,supplemental
488,well these go for way more that at the store . ,vague-price
489,"well you got discount , coupon codes , etc . also , i've got to hope you actually show up to do the deal . i mean it's cl equivalent or w/e . i'm thinking like 150 ",counter-price
490,i will take $180 for it . ,counter-price
491,"well i'm not getting any kind of warranty on it , so furthest i'm willing to go is 165 . ",counter-price
492,i can do $165 ,agree
493,<end>,<end>
494,"hi there , is the storage drawer unit still available ? ",intro
495,"yes it is , are you interested ? ",intro
496,i am ! i'm a little cash strapped though . any chance you could do 10$ for it if i picked it up today ? ,init-price
497,"lowest i can go is $20 , will that work for you ? ",counter-price
498,still a bit high . any chance of 15$ ? pretty sure i can find something else for less otherwise . ,counter-price
499,i can do about $18 but that's the lowest i can go right now . ,counter-price
500,"alright , i can make that work . ",agree
501,thank you . ,thanks
502,<end>,<end>
503,"hello , do you like the ad ? ",intro
504,"yes , i am very interested . is this an antique ? solid wood ? what can you tell me about it ? ",inquire
505,the table is from the late 1800's and is made from solid oak . ,inform
506,i am shopping for a gift for my grandmother but i'm on a limited budget . would you be willing to let it go for $38 ? ,init-price
507,"i'm afraid i can't go that low . this table is a beauty , it's almost two feet by two feet wide and a little over two feet tall . granny can put her candy dish on it and enjoy it for years . ",vague-price
508,the most i can go is maybe $40 . how does that sound ? my grandmother will be 100 . she might not have years left to enjoy it . ,counter-price
509,"oh 100 ? i suggest you take 20 bucks and go to ikea they have lot's of garbage pre assembled tables , she won't be around long enough to enjoy this table . ",disagree
510,<end>,<end>
511,"hi , is the phone still up for sale ? i'm interested . ",intro
512,"yes , it is available . do u have any questions ? ",intro
513,it works okay ? no cracks or anything ? ,inquire
514,nope . . everything is in great condition ! ! just don't use and need to sell . ,inform
515,"okay , would you be able to sell it for $45 cash if i came and picked it up tonight ? ",init-price
516,$50 and you got a deal . unlocked for whatever carrier u have . ,counter-price
517,deal ! ,agree
518,awesome ! thanks ! ,thanks
519,<end>,<end>
520,"hi , i'm interested in your samsung . is it still for sale ? ",intro
521,sure is ! ,intro
522,awesome . what network ? ,inquire
523,it's verizon . ,inform
524,well that's convenient . that's who i have right now . could you do $50 if i picked up today and paid cash ? ,init-price
525,that's too low . the phone is like new . there are no scratches and it's been kept with a case and glass screen protector . how about $75 ,counter-price
526,"ok , i can do $75 as long as there's a charger with it . ",agree
527,<end>,<end>
