,text,meta_text
68,okay then we've got a deal at 45 ,agree
69,great . ,thanks
70,<end>,<end>
71,i am interested in the rental property . ,intro
72,is it still available ? ,inquire
73,yes it is ,inform
74,"i noticed you have restrictions for animals , are service animals allowed ? ",inquire
75,"it depends on the breed , we have restrictions for certain breeds ",inform
76,"okay , i was wondering if you would accept $1615 ",init-price
77,"i have someone else looking that is willing to pay more monthly , but i could accept 1675 is you can come sign the 1 year lease with me today ",counter-price
78,i can do that today . ,agree
79,awesome so does 1675 sound good ? ,inquire
80,"yes , $1675 ",agree
81,<end>,<end>
82,hello ,intro
83,hello ,intro
84,are you interested in the item i am selling ? ,inquire
85,yes . i have a question . do you deliver or would i have to pick it up ? ,inquire
86,either one . i will charge a ten dollar delivery fee if i deliver it . ,inform
87,okay . i can have my friend help me pick it up . how long did you have it ? ,inquire
88,only about a week . it is in perfect condition . i am selling it for cheaper than what it is worth . ,inform
89,"okay . if you accept $300 for it , i could come and pick it up today . ",init-price
90,that works for me . 300 it will be . ,agree
91,<end>,<end>
92,can you tell me more about your place ? ,inquire
93,"the listing has all the details . the location is very good . its near the highway as well . its very spacious . you can't go wrong on this one , i promise :) ",inform
94,i would like to pay 1575 cash in hand today ? i'm a little tight today but hope you can give me a discount ,init-price
95,that's too low for what i am offering . ,vague-price
96,i am ready to accept installments . i can give you $2000 last price ,counter-price
97,i understand since you did take off 250 i would like to take this place ,agree
98,great then ! ,thanks
99,<end>,<end>
100,hi i am looking for a good phone and was wondering about your's is it nice/ ,intro
101,hi ! thanks for your interest . i am asking $275 for the phone . ,init-price
102,"right it looks like it might be banged up a bit , how is the condition ? ",inquire
103,excellent condition . it looks brand new . no problems with the phone at all . ,inform
104,i see that's wonderful ! ,counter-price
105,"i was hoping to pay closer to 240 because i am very broke , are you willing to meet me there or have anything to add to the value ? ",inquire
106,i'd accept $260 and throw in a charger and case . ,counter-price
107,"okay that sounds like it would work for me since it would save me some money on those items , thank you please send me the offer ! ",agree
108,<end>,<end>
109,hello . is the phone still available ? ,inquire
110,hello . the phone for sale is in great condition and works perfectly . ,inform
111,great . does it have wi-fi calling ? ,inquire
112,yep . it also has 128gb of memory ,inform
113,"thanks . as long as the apple warranty is still on the phone , i think i want to buy . what's your asking price ? ",inquire
114,warranty is still good . ,inform
115,asking $595 for it . ,init-price
116,would you accept $297 for it ? ,counter-price
117,oh wow that is really low . ,vague-price
118,"i really need to get a lot closer to the listed price . it is unlocked and works with any carrier , even outside the country . ",supplemental
119,i'm sorry . how about $400 ? ,counter-price
120,"that is still really low . like the listing says , the price is really good where it is and i wasn't intending to take any lower offers on it . ",vague-price
121,how about $515 and i'll come pick the phone up from you ? ,counter-price
122,if you can pick it up right away and pay cash i can do $515 ,agree
123,great . deal ! ,thanks
124,<end>,<end>
125,hello . is the phone still available ? ,inquire
126,"yes , it is ! ",inform
127,great . does it have wi-fi calliing ? ,inquire
128,"yes , it does have that capability . ",inform
129,great . does it come with a sd card ? ,inquire
130,it does not come with the card but it does have an expansion slot . ,inform
131,"ok , thanks . would you accept $279 for the phone ? ",init-price
132,"279 is too low for me , unfortunately . how about $350 ? ",counter-price
133,i'm sorry . i can't do $350 . will you accept $325 ? ,counter-price
134,maybe we can split the diff . how does $337 sound to you ? ,counter-price
135,that sounds great . deal ! ,agree
136,<end>,<end>
137,hello ,intro
138,hi ,intro
139,is this car in good condition ? ,inquire
140,i am very interested in buying it . ,intro
141,it is in excellent condition ! brand new wheels and tires too ,inform
142,can i come by and take a look at it ? ,inquire
143,"yes , definitely . or if you'd prefer , i can meet you somewhere . ",inform
144,we can meet somewhere . can you lower the price a bit ? ,vague-price
145,"i could do a cash discount of $11 , 750 ",init-price
146,i was hoping to pay 7000 for it . ,counter-price
147,"hmm , i could probably come down to 8 , 500 but that's as low as i'm willing to go . ",counter-price
148,that works ,agree
149,<end>,<end>
150,i am interested in your bar stools . ,intro
151,how long have you had them ? ,inquire
152,"they are only a couple months old , hardly used . ",inform
153,they both have a practically brand new cover on them . ,supplemental
154,i am looking for $75 for the set . ,init-price
155,i was hoping to pay at least 32 since i am on a budget because i really want them and i can pick them up today with cash in hand ,counter-price
156,32 is way out of the range i am looking for . if you picked them up in the next couple hours i could do say $60 for the set . ,counter-price
157,that sounds great ! ,agree
158,<end>,<end>
159,hi there . is this available ? ,inquire
160,yes ,inform
161,is this used ? ,inquire
162,yes but it is in great shape ,inform
163,any scratches or rims ? ,inquire
164,nope . like brand new . ,inform
165,okay good . the price is high for me can you accept 535 for it ? ,init-price
166,it still has the service and warranty on it . i can go down to 575 . ,counter-price
167,"okay since its what i have been looking for months , i will take it . ",agree
168,i haven't been able to get this for so long . can you please ship it to me ? ,inquire
169,sure but depending on the cost i might have to add more to the price . ,inform
170,that's not a problem . great then we've got the deal ? ,agree
171,deal ,agree
172,<end>,<end>
173,hello . ,intro
174,i'm interested in the hospital bed . can you tell me about it ? ,inquire
175,it is in excellent condition . ,inform
176,it is fully adjustable it adjust at the head knees and height as well . it also has rolling wheels for easy moving . ,supplemental
177,"the mattress is very nice . it comes with side rails . it breaks down into 3 sections so when you pick it up you should be good if you are in a station wagon , mini van or suv and i will be willing to help you load it ",supplemental
178,did you obtain this bed from a hospital or a medical supply store ? ,inquire
179,i purchased it from a medical supply store . ,inform
180,why did you need such a bed ? ,inquire
181,my husband had to use it for a short time after a surgery he had . he is now recovered and we no longer need it . ,inform
182,how long was he in the bed ? ,inquire
183,he used it for 10 weeks . so it is still like new condition . ,inform
184,how old is the bed ? ,inquire
185,we purchased it about 4 months ago in preparation for him needing it for his surgery . ,inform
186,it's a drive for me to come to sunol . would you be willing to take $400 for the bed to cover my gas expense ? ,init-price
187,"i have someone else wanting to come look that is willing to pay more , if you are really in need of the bed i can deliver if you pay asking price of $525 or i can take $450 if you come pick it up and i help you load . ",counter-price
188,i would be willing to do the $450 . ,agree
189,<end>,<end>
190,hello . ,intro
191,i'm interested in the blackberry . is it still available ? ,inquire
192,"yes it is , it is in great shape and is black ",inform
193,great . does it come with a sd card ? ,inquire
194,yes it does come with one . 32 gb . ,inform
195,thanks . one more question . does it have bluetooth ? ,inquire
196,yes it does . ,inform
197,i am looking to get 25 ,init-price
198,"i can't do $25 , but would you accept $17 ? ",counter-price
199,sure i can do that ! we got a deal ! . ,agree
200,<end>,<end>
201,hello ! are you interested in my cell phone case ? ,intro
202,"hi ! yes , i saw your post . i saw other cases like this on ebay for $2 . would you accept $2 cash , and i'll pick it up ? ",init-price
203,"i have seen the other posts , but i am uncluded the screwdrive and screws for you to assemble it properly on your iphone alot of those other cases are used and those items have been lost i would like to get the 5 for it and i can mail it to you at no additional cost ",counter-price
204,how about $4 ? ,counter-price
205,okay ! 4 . 00 ! ,agree
206,<end>,<end>
207,"hi , i saw the ad for the queen frame . what condition is it in ? ",inquire
208,good condition; i didn't use it much ,inform
209,"okay , great . i have to borrow a truck to come pick it up and that's going to be a headache . can you take $14 ? ",init-price
210,would like the $20 if possible . you will be satisfied for sure ,counter-price
211,"sorry , i still feel like that's a bit much . i can't go higher than $15 on this . ",counter-price
212,i might be able to drop it off . ,supplemental
213,"alright . that's a deal , then . thanks . ",thanks
214,how far away are you ? ,inquire
215,10 miles . ,inform
216,hat's not too bad . i can strap it to the roof and drive slow . ,supplemental
217,"okay , sounds good . i sent you the offer of $20 . ",agree
218,good deal . hope the timer is ok . ,thanks
219,<end>,<end>
220,hello ! are you interested in this chair ? ,intro
221,"hi , yes i am . ",intro
222,great ! i have listed it at a great price ! does $60 sound okay to you ? ,init-price
223,does it have any problems ? turing ? wheels moveable ? ,inquire
224,it is in full working condition ! ,inform
225,isn't quite what i was looking for but how's $50 ? ,init-price
226,i can do 50 if you can pick it up tonight with cash in hand ! ,agree
227,you have a deal ! ,thanks
228,<end>,<end>
229,thanks for viewing the listing . ,intro
230,"howdy partner . nice space you got there . looks perfect for an artist studio . more than the office , though especially with all the sunlight ",supplemental
231,thanks . it really is a great place for a studio or office . are you interested in it ? ,intro
232,"i sure am , but it's bit out of my price range . ",vague-price
233,you said there are two bedrooms ? can we fit another person into the living area ? ,inquire
234,"yes , the living area is big enough for another person . ",inform
235,what were you looking to pay ? ,inquire
236,"my range is around 1600 , but if i can have a roomate or two , then the price of the whole unit won't be that much higher than my budget . i would have to find the roomies first though ",init-price
237,"i understand . i can't do $1600 , but how about $2300 ? ",counter-price
238,"yeah , it's just out of my range . good luck though ",agree
239,<end>,<end>
240,hey there ! ,inquire
241,what can you tell me about this offer ? i need a phone and this looks nice . ,supplemental
242,it's in great shape . ,inform
243,i had it about a year and i'm selling it because i was given an s8 for my birthday . ,supplemental
244,awesome . could i swing by and pick it up with cash from your place ? i can give you $240 for it if its in good quality like you say ! ,init-price
245,it's in great shape . there are no scractches on the screen . there are a few scuff in the lower right corner on the edge where it fell on wood floors . ,supplemental
246,after that i bought a couple of cases and a screen protector to keep it safe . the cases are both otterbox and both will be included . i would rather meet you in public for pickup .  ,supplemental
247,there is a starbucks near my house we could meet there . what day would be good for you ? ,inquire
248,"today will work , thanks ! ",thanks
249,<end>,<end>
250,hello ,intro
251,"hello , i was interested in the todd lyons toddler bike you had posted . ",intro
252,how much are you asking for it ? ,inquire
253,"i am asking 45 for it . that is pretty low , but i want to sell it quick . ",init-price
254,would you go say $40 if i came to pick it up tonight with cash ? ,counter-price
255,"yeah that sounds fine , but since you are making the drive , i will knock off an additional 5 dollars . ",counter-price
256,thats fantastic ! great . so $35 then ? ill see you this evening ! ,agree
257,"yes , but can you come before 8pm ? i need to get some sleep before work tomorrow . ",inquire
258,<end>,<end>
259,i can pick it up within the hour . would you accept $10 ? ,init-price
260,no . the price for new is like time 2 of what i listed . step up to $15 and i will just give it away ,counter-price
261,i can pay $15 ,agree
262,okay accepted . by cash or card ? ,inquire
263,cash ,inform
264,deal then ,thanks
265,great ,thanks
266,<end>,<end>
267,hello im interested in your bike . ,intro
268,how old is it ,inquire
269,the bike is a year old . i bought it used a few months ago . ,inform
270,do you know how long the other owner had it ? are the tires and paint good ? ,inquire
271,he received it as a christmas gift in 2016 . ,inform
272,the paint is in excellent condition . ,supplemental
273,i did not replace the tires before putting it up for sale so i would knock $40 off the price so you can replace them . ,vague-price
274,well its a bit old . unfortunately i only have $150 . 00 how does that sound ? ,init-price
275,i don't think i want to go quite that low . would you be willing to do $200 ? ,counter-price
276,"i guess i can do that , thank you ! ",agree
277,<end>,<end>
278,hi ! are you interested in the iphone 7 ? ,intro
279,yes . i'm on a tight budget right now . can you negotiate on the price ? ,inquire
280,"i can negotiate a little , but i think $430 is fair . the phone is still under warranty until christmas 2017 , is in excellent condition , has always been in a case with a screen protector , and a new one costs a lot more . ",init-price
281,"i understand . unfortunately , i only have about $320 to spend right now . ",counter-price
282,could you make it $375 ? ,counter-price
283,"if you are able to meet me tomorrow , i could probably get $370 in cash . would that work ? ",counter-price
284,yes . see you tomorrow . ,agree
285,<end>,<end>
286,hi can you tell me if this is used ? ,inquire
287,this old chair is nice condition ,inform
288,does it have any stains or rims ? ,inquire
289,no ,inform
290,good . are you willing to negotiate on the price ? ,inquire
291,yes ,unknown
292,would you accept 31 ? ,init-price
293,accept ,agree
294,great thank you so much ! ,thanks
295,<end>,<end>
296,thanks for viewing the listing . ,intro
297,yes i would like to offer 1900 ,init-price
298,thanks . did you have any questions ? ,inquire
299,is that a deal 1900 for this big apartment in bay ,insist
300,i can't do $1900 . can you do $2200 ? ,counter-price
301,2100,counter-price
302,$2150 and we have a deal . ,counter-price
303,deal it is ready to move in now ,agree
304,"yes , ready to move in now . ",supplemental
305,<end>,<end>
306,hello . thanks for viewing the listing . ,intro
307,thank you i think this might work for me ,supplemental
308,great . did you have any questions about it ,inquire
309,"is it solid wood or pressboard , it looks like a veneer ",inquire
310,"it actually is veneer , but it's in great condition . ",inform
311,i'm asking $480 for it ,init-price
312,"that seems really high for a non solid wood bedroom set with a damaged mirror , if i could afford all that i would . . . ",vague-price
313,i understand . what are you looking to pay ? ,inquire
314,honesly i saw the photo first and thought it would be closer to my range . . . ideally i would pay $150 ,counter-price
315,i can't go that low but i will work with you . can you do $250 ? ,counter-price
316,$225 ? ,counter-price
317,$230 and we have deal . ,counter-price
318,i can work with that ! thank you ! ,agree
319,<end>,<end>
320,"hello , i seen your ad in regards to the dining room table . ",intro
321,yes it is a very portable one . ,supplemental
322,are you interested and ready to pick it up ? ,inquire
323,i just have a couple questions . how many chairs does it comes with and what kind of wood is this table made out of ? ,inquire
324,its made of mahogany wood . very durable . ,inform
325,the sale does not come with the chairs but you can get your own chairs . three chairs can comfortably sit with it . ,supplemental
326,"oh i see , i just asked because your ad stated 'screw loose on one of the chairs' no problem . i really love the table itself and it's made of good wood . ",supplemental
327,"perfect for my small apt . if i come pick it up now , will you take $45 ? ",init-price
328,okay since you are coming to pick it up yourself and will still be fixing the loose screws yourself i shall give it to you for the $45 . ,agree
329,awesome . please e-mail me your address and i will pick it up at your earliest convience ! ,thanks
330,<end>,<end>
331,hi ! i am very interested in your scooter ! ,intro
332,"great . i has a few scuffs on the handle bars and some minor scratches on the base , so normal wear and tear . ",supplemental
333,it sounds like a great deal ! my son will love it . ,unknown
334,"i was wondering if you would take 36 for it ? i know it sounds silly but i'd like to get it tonight and my bank will be closed when i get off , all i have is $36 on me ! ",init-price
335,yeah that's fine as long as you can pick uit up . i can meet you at a mcdonalds or whatever you were thinking . ,agree
336,if you want to get it tonight i have to leave the house in an hour so we have to meet pretty much right away . can you meet me somewhere downtown in 45 minutes ? ,inquire
337,that sounds perfect ! ,thanks
338,great . i ,thanks
339,<end>,<end>
340,hi there - how are you ,intro
341,"im great , how are you ? ",intro
342,"i a really interested in this phone . does it have a lot of wear and tear or scratches , etc ? ",inquire
343,nope ! ,inform
344,it has a minor scuff by the charging port . this does not affect its charging abilities and it can barely be seen ,supplemental
345,i see it is silver is that correct ? ? ,inquire
346,yep ! would you like to make me an offer ? i am happy to negotiate near the listing price . ,inform
347,"i could offer you 325 for it , i could bring you the cash today . ",init-price
348,"unfortunately , that offer is too low . ",vague-price
349,can you do $415 and i will include the case and a pair of headphones ? i can pick it up from you . ,counter-price
350,that would be fine since you are including the case and headphones and bringing it to me . thanks you got a deal . ,agree
351,"great - so to finalize . . . it will be $415 for the phone , headphones , and case . i will bring it to you . ",insist
352,ok deal is done ! ,agree
353,thank you ! ,thanks
354,thank you ! ,thanks
355,<end>,<end>
356,hey there ! ,intro
357,"hello , you are interested in the santa cruz blur correct ? it is in practically like new condition . i am looking for $1400 for it . ",init-price
358,how does this work for you ? do we have a deal ? ,inquire
359,$1300 and its sold . i will stop by in 2 hours with the money in cash . would that work ? it would help me out a lot ! ,supplemental
360,i am pretty firm on the price . . they really dont make them like this anymore . but as long as youre coming this evening with cash i guess i could knock one hundred off for you . ,insist
361,<end>,<end>
362,hello do you have any questoins about the bike ? ,inquire
363,"i would love to buy the bike toady , would you consider taking $256 ",init-price
364,would you be able to come pick it up and pay cash ? ,inquire
365,yes toady and with cash ,inform
366,okay that sounds great ! ! i will take the 256 ,agree
367,great ,thanks
368,<end>,<end>
369,do you still have the phone for sale ? ,inquire
370,hi yes i do . its the last one left ,inform
371,thats gold . can you tell me is it unlocked ? ,inquire
372,yes it is . and its gold ,inform
373,and i assume the esn is clean as well ? ,inquire
374,yes absolutely ,inform
375,would you be able to budge on the price to 175 ? ,init-price
376,wow that's a 100$ less . i can do 200 ,counter-price
377,200 would be fine . ,agree
378,when we meet could you show me how to use it . i'm still using a flip phone . ,thanks
379,yes absolutely ! would love to do that :) ,thanks
380,<end>,<end>
381,hello . i came across your listing for an apartment . it looks very nice . ,intro
382,i would like to know if you allow any pets at all ? ,inquire
383,pets are allowed . feel free to your home ,inform
384,"that is wonderful . thank you . this apartment would stretch the budget a bit , but having pets is a great perk . is there any parking available ? ",inquire
385,yes ,inform
386,my original budget was $850 but saving money on parking will help . would you consider $1250 ? ,init-price
387,can u offer 1800$ ,counter-price
388,"the listing i am looking at has an asking price of $1700 . i just can't afford that , even though it is a perfect arrangement . would you consider $1450 ? ",counter-price
389,<end>,<end>
390,hi are you interested in this car ? ,intro
391,hello . i'm interested . how many miles does it have on it ? ,inquire
392,20000 miles ,inform
393,that's great for a 3 year old car . do you have the carfax report ? ,inquire
394,yes i do . ,inform
395,any major repairs ? ,inquire
396,no haven't had any issues with it . ,inform
397,i would like to come by and test drive it . i only have about 10k right now though . ,init-price
398,sure you can come by anytime just let me know what day and time ! ,agree
399,"would $10 , 000 be good enough ? ",insist
400,okay i can accept that . ,agree
401,great . ,thanks
402,<end>,<end>
403,hello ! ,intro
404,hey there ! i'd love to buy this place ! what can you tell me about it ? the location seems to be perfect for me ! ,supplemental
405,"this place is all about location ! it is 950sq ft , so its perfect for a young occupant . ",supplemental
406,has an extra closet which you almost never find in studios in downtown . my tenant just moved out and she had been there for 3 years ,supplemental
407,"awesome ! would you be able to do $1500 for it ? i really need this place , but the price seems like a little bit too much . ",init-price
408,i understand it seems a bit steep but it also includes one tenant parking and a vistor parking spot . it seems like you are familiar with the area so you know parking in downtown can get quite pricey ! ,supplemental
409,well i really need this place . i think you can bend on the price a tad bit . thanks . ,agree
410,<end>,<end>
411,hi ! i saw the ad for the apartment . how many bathrooms does it have ? ,inquire
412,"hello , it has one bathroom on the second floor and a half bathroom on the first ",inform
413,that doesn't seem like enough for a three bedroom apartment . would you accept $1200 for it ? ,init-price
414,sorry we are in a great area of town it is very clean with new flooring and off street parking ,disagree
415,i don't think the area is that great . would you accept $1400 ? ,counter-price
416,no it is a 3 bedroom apartment i can go down to 1900 and that is the lowest ,counter-price
417,<end>,<end>
418,hi there ,intro
419,hello there . i see your interested in my bike ,intro
420,i am and i see it is in good condition . what year was it made ? ,inquire
421,it was made in the 80s in japan great bike and still rides excellent ,inform
422,"i have $100 offer , , are you open to negotiation ? ",init-price
423,i am open to negotiation and i like that offer ! ,agree
424,"since it has been well taken care of , and no issues , iwill make you that offer . ",supplemental
425,<end>,<end>
426,any stains or issues with this ? ,inquire
427,"no it is in perfect condition . pet free , smoke free and kid free house ",inform
428,i can take care of all the moving and pay cash if you're willing to go down a bit ? ,vague-price
429,well how much were you thinking ? ,inquire
430,"i have 1046 in cash right now . bonus , moving furniture is my job so i can use professional equipment to make sure your doors and walls aren't scratched on the way out ! ",init-price
431,well i did pay over 3000 for this so i can't go quite that low i could take $100 off if you could come right away . would 1395 work for you ? ,counter-price
432,"sure , that sounds like a deal . ",agree
433,<end>,<end>
434,"hi , how are you ? ",intro
435,im great ! yourself ? ,intro
436,i am very well . i am interested in this property . ,intro
437,i was wondering if there is a way to go down on the monthly price ? i have quite a bit of money saved right now that i could put down as a deposit if that could help lower the monthly payments . ,vague-price
438,i understand the situation . hows your proof of employment . have you been at the job more than 1 year ? ,inquire
439,i have been at my job for 5 years ! i am a registered nurse ,inform
440,"if thats the case and paperwork backs it up id be willing to go as low as 2 , 190 . again , this neighborhood is great , crime rate is extremely low , and of course , the place itself is lavish to say the least . ",init-price
441,<end>,<end>
442,"hi , i'm interested in the bolt . i'd love to get it for $359 . ",init-price
443,can you do $375 ? ,counter-price
444,do you have any accessories you can throw in ? i would take it for $375 with some useful accessories . ,inquire
445,it comes with the original charger and a hard case ,inform
446,<end>,<end>
447,hello ,intro
448,hello . thanks for viewing the listing . ,intro
449,no problem . is the item in good condition ? ,inquire
450,yes . it's in great condition . ,inform
451,can i stop by tonight and take a look at it ? ,inquire
452,"yes , you can . i'm asking $10 for it . is that doable> ",init-price
453,sure . ,agree
454,ten dollars is a great deal . do you only accept cash ? ,inquire
455,"yes , only cash . but , since you're coming to pick it up , i can do $9 , if that's okay with you ? ",counter-price
456,"yes , that is fine by me . thank you very much . ",thanks
457,<end>,<end>
458,hello . is the guest suite still available ? ,inquire
459,yes it is . ,inform
460,great . how old is the house ? ,inquire
461,its quite old but renovated that's why the price is 2750 ,init-price
462,i understand . would you be willing to accept $1375 ? ,counter-price
463,that's too low . i can accept 2500 ,counter-price
464,i can't go quite that high . could you do $2250 ? ,counter-price
465,okay but you need to pay 2 months deposit in advance to reserve your spot ? ,inquire
466,how about $2200 with 2 months deposit and it's a deal ? ,counter-price
467,dea ,agree
468,<end>,<end>
469,hrello i'm interested in your iphone . ,intro
470,is the crack really noticeable ? ,inquire
471,i think you are confused . you are selling me a phone . ,unknown
472,i'm sorry . i am ! are you interested ? ,inquire
473,"lol , yes . is it unlocked by chance ? ",inquire
474,"yes i have gotten it unlocked from at&t and you can use it on any carrier that is gsm , i think , or maybe cdm . sorry ",inform
475,thanks . that sounds great . i read there is a small crack . does it interfere with the screen at all ? ,inquire
476,"no , not at all . you can't even notice it and that area on the screen works normal as well ",inform
477,"200 is pretty good , but the crack makes me nervous . would you take 150 ? ",init-price
478,"i understand , yes $150 seems fair i think . can you pick it up today ? ",agree
479,yes . 150 and i pick it up right now if that works . ,supplemental
480,perfect ! ,thanks
481,<end>,<end>
482,hello ! ,intro
483,hi please may i know how much volts the battery has ,inquire
484,the battery has 12 volts ,inform
485,oh great thats what i have been looking for . how old is the battery and how frequently did you use it ? ,inquire
486,the battery is not old at all not even two months comes with a one year warranty also only used once ,inform
487,oh great . finally please may i know the weight ? ,inquire
488,about 15-20 pounds not heavy at all ! and has superior performance ,inform
489,oh thanks . so can i pay you $30 cash for it ? ,init-price
490,can you do 35 i will deliver it also because the battery is in perfect condition ,counter-price
491,will that include you delivering it to my address ? ,inquire
492,yes correct it does ,inform
493,thanks deal then ,agree
494,<end>,<end>
495,"hello , are you interested in my bike carrier ? ",intro
496,"hello , i am interested in your bike carrier . ",intro
497,it is in great shape . i only used it twice . ,supplemental
498,"i see youre asking $15 is that correct ? would you perhaps go $10 ? i could come pick it up , cash in hand this evening . ",init-price
499,"if you come before 6pm , that would be good . i would accept that offer . ",agree
500,<end>,<end>
501,"hello , i am looking to buy the sofa bed/ love seat set . ",intro
502,is this still available ? ,inquire
503,yes . ,inform
504,what is the lowest you would be willing to go on this ? i have recently moved to this area and do not have any furniture at the moment . i have to start all over . ,inquire
505,"i want to sell pretty soon , so i could give it to you for 950 . ",init-price
506,if i came to pick it up tomorrow with my truck would you do say . . . . $750 ? ,counter-price
507,"it's practically brand new condition , and the pillows are included . i would want at least $900 . ",counter-price
508,you said yourself you're trying to sell it soon . ill come tonight for $850 . ,counter-price
509,do you have cash ? ,inquire
510,ill even throw in a golden dubloon ,inform
511,very funny . i'll do it for 875 cash . ,counter-price
512,youve got yourself a deal ! ill see you soon . ,agree
513,<end>,<end>
514,this looks nice but are there scratches close up ? ,inquire
515,iare the chairs included ? ,inquire
516,"i don't have any chairs since i am the buyer . the chairs are included , right ? ",inquire
517,<end>,<end>
518,"i'm interested in this bike , but i feel like it might be over my budget ",intro
519,can hav an offer ? ,inquire
520,this bike is good as new ,supplemental
521,how about 1800 ? ,init-price
522,<end>,<end>
523,hi i a interested in your car ,intro
524,could you tell me how it runs ,inquire
525,"it runs great , very smooth , quiet ride . ",inform
526,"very fast , and there are lots of upgrades on it as you can see ",supplemental
527,"i see that , does the keyless entry and remote start work correctly ? any problems i should be aware of ? ",inquire
528,"it works great , i have a spare remote for it too and that works great , but it's not a factory original . ",inform
529,other than the damage on the passenger door it's in great shape . ,supplemental
530,i am definitely interested would 7000 be good ? ,init-price
531,"sorry , even with the door damge it's only 4 years old and is worth more than the $13 , 000 i'm asking . ",counter-price
532,"i suppose . i guess i could go to 12000 , are you interested in selling it for that ? ",counter-price
533,i could sell it for that for sure . ,agree
534,do you want me to meet you half way to pick it up or are you local ? ,inquire
535,"i am local , i can get my friendto drop me off with the cash and i can drive it home . ",inform
536,great ,thanks
537,<end>,<end>
538,hi there is this still available ? ,inquire
539,this is a nice car . ,inform
540,is this new ? ,inquire
541,yes ,inform
542,does it have 15000 miles ? ,inquire
543,no . ,inform
544,it says 15k miles ? ,inquire
545,"yes , it has 15 , 000 miles . ",inform
546,are you willing to go down on the price ? ,vague-price
547,yes . 26000 ,init-price
548,that's too much ,disagree
549,that's as low as i can go . ,insist
550,well then sorry i can't work with that . ,disagree
551,thank you though ! ,thanks
552,<end>,<end>
553,hello . is the bike still available ? ,intro
