,text,meta_text
90,"well i think there are a lot of opinions about the value , and i think it's good to open a dialog about the value . ",unknown
91,"this is true , there are larger ones for same price , so i feel my price is fair . i would also pick up the item at your convience . ",insist
92,that's interesting . i've seen ones my size sell for $85 in some places ! picking up the item is a good offer too ! ,counter-price
93,"really ? i have seen them cheaper then that . how about i pick up the item anytime you are free , and i pay 69 for it ? ",counter-price
94,that's a pretty good offer . ,agree
95,is it possible for you to come up to $71 ? ,counter-price
96,since i am picking it up i would like to stay at the 69 . ,insist
97,"hmm . . . okay , let me think about if for a minute . you will definitely like this sd card . ",agree
98,"i am sure i will , it seems great , i also think you will like not having to leave your home or go out of your way . i would love to buy it , i could even meet you in the middle at 70 . 00 . ",counter-price
99,that sounds even better . i accept your offer and look forward to seeing you . i'm glad we could come to an agreement ! ,agree
100,<end>,<end>
101,hello ,intro
102,hi i am interested in your soundlink . ,intro
103,great ! i have it listed for $220 but am willing to negotiate . ,init-price
104,what color is it ? ,inquire
105,it is black . ,inform
106,would you take 120 ? ,counter-price
107,it's new so i think $150 is a good deal for both of us . ,counter-price
108,would you accept $132 if i pick it up at your location ? ,counter-price
109,okay . that works . ,agree
110,<end>,<end>
111,hello ,intro
112,hi there . i had a few questions about the phone you are selling . ,intro
113,sure ,agree
114,how old is the phone ? i dont see it stated anywhere . ,inquire
115,2 years old ,inform
116,"hmm ok . it says its like new , but 2 years old could possibly warrant a slightly lower price ? ",vague-price
117,are you open for negotiation ? ,inquire
118,slightly ,inform
119,the highest i can offer is around 100 dollars . is this too low ? ,init-price
120,yes ,agree
121,what would be your lowest point ? ,inquire
122,<end>,<end>
123,"i just saw your ad , i'd be willing to offer $65 ",init-price
124,"hi , please make me an offer . ",intro
125,$65 ,insist
126,how about 67 ? ,counter-price
127,i'll do $67 ,agree
128,we have a deal ,agree
129,<end>,<end>
130,hi are you willing to go down to $2000 ? ,init-price
131,hi there . ,intro
132,i'd like to get closer to my asking price . how about 2400 ? ,counter-price
133,i don't have that much . ,disagree
134,i would be comfortable going $2300 . ,counter-price
135,"sure , $2300 sounds reasonable . i can do that . ",agree
136,<end>,<end>
137,good day ! ,intro
138,this is a rare bike ,supplemental
139,it looks like a great bike in wonderful condition ,supplemental
140,"it has served me good , i hope you take care of it ",unknown
141,"looks like this was made for me , i like the style . how doe $510 for it sound ? i would like to pay lower , but sense it's a classic and rare , i thought this would be a fair price . ",init-price
142,yes i priced it fair ,agree
143,hmmm any chance you can go to $550 ? ,counter-price
144,"i can do that if you pick up today , its a today only special ",inform
145,gladly ! ,agree
146,deal ,agree
147,<end>,<end>
148,hi ,intro
149,hello ,intro
150,do you care to make an offer ? ,inquire
151,"the place sounds nice , but may be a little more than i can afford ",inform
152,well how much can you soend ? ,inquire
153,i was looking for something in the 1500-1600 range ,init-price
154,"that is really unreasonable considering all the immenities and other going rates , you would need to come up to at least 3000 ",counter-price
155,"i have seen some 2 bedrooms for that price , which i could split the cost with a roommate , so even with amenities , this may be out of my range ",supplemental
156,it may be then . . . the absolute lowest i will go is 2700 . that is my final offer . ,counter-price
157,"ok , i think the most i could spend on this is 2000 - we are a ways apart ",counter-price
158,ya that is far too low like i said 2700 ,disagree
159,"ok , thanks for your consideration . i will have to keep looking for now . ",thanks
160,good luck ,thanks
161,<end>,<end>
162,"i just saw your ad for the adapters , would you take $10 ? ",init-price
163,hi . ,intro
164,"no , $10 is very low for it . ",disagree
165,its a very different adapter pack . ,supplemental
166,i can accept $15 ,counter-price
167,"i don't want to pay that much , i see there are a few adapters in there that are obsolete . wold you take $12 ? ",counter-price
168,"okay , i can accept $12 ",agree
169,"great , thanks ",thanks
170,<end>,<end>
171,must sell ,intro
172,what color are the chairs ? ,inquire
173,"greyish , but it's a bargin ! ",inform
174,i think that is a fair price . ,agree
175,<end>,<end>
176,"hello , how are you today ",intro
177,"hi , very well thank you ! ",intro
178,"so , is the dvd player in a good condition ? ",inquire
179,it is in great condition . i have barely taken it out of the box . ,inform
180,how much can you give it for ? ,inquire
181,the price is $55 ,init-price
182,yeah but its too much for me ,vague-price
183,i understand that would normally be a lot for a used dvd player but this item has only been used for one week . ,supplemental
184,"yeah , but there are a lot of different options in the market . i am a student and can only afford what my budget allows me to do so . ",vague-price
185,i can pay $41 . ,counter-price
186,will you accept it ? ,inquire
187,"i understand a student's budget , as i have no to long ago graduated myself . i just am already letting it go real cheap . i paid $130 for the product . the only reason i am parting with it is that it only streams the big streaming channels like netflix , hulu , vudu and youtube and i bought a dvd player/android box combo that will allow me to stream those plus add my own channels . i can't possibly sell it for $41 . ",disagree
188,okay i can only afford $48 that's the last i can pay ,counter-price
189,make it $50 and we have a deal . ,counter-price
190,"i know it is a stretch to your budget but trust me with everything this player does , you will save more than $2 on entertainment ",supplemental
191,<end>,<end>
192,have the headphones been used ? ,inquire
193,"no , they are new and very nice . ",inform
194,can i use them with my gaming console ? ,inquire
195,"yes , you can . ",inform
196,any of them ? ,inquire
197,yes . ,inform
198,do you have one in a different color ? ,inquire
199,"yes , what color are you looking for ? ",inquire
200,blue ,inform
201,i have that color . ,supplemental
202,which color is this one ? ,inquire
203,125 a bit pricey ,init-price
204,this one is white . ,inform
205,"i guess it's a deal , lets see what happens if i accept ",agree
206,<end>,<end>
207,hello . ,intro
208,"hello . i saw your listing and i am interested in your car . however , i have a few questions . ",intro
209,"sure , go ahead . ",agree
210,has it been in any major accidents ? ,inquire
211,"no , ive kept it in very good condition . ",inform
212,"all of the electronics are in working order , correct ? ",inquire
213,"yes , everything has been checked out recently . ",inform
214,"great ! would you take $10 , 000 ? ",init-price
215,120k miles is kinda a lot . ,disagree
216,im open to negotiate but 10k is a bit low . ,disagree
217,we could meet in the middle and say 13 000 ? ,counter-price
218,ill include the extra speakers i recently purchased . ,supplemental
219,"13 , 000 is fair , however i can only afford paying 12 , 500 ",counter-price
220,"alright , i think thats reasonable . we can agree on 12 , 500 then . ",agree
221,great ! ,thanks
222,<end>,<end>
223,hi there ,intro
224,hello . ,intro
225,what would you like today ? ,inquire
226,your 2010 raleigh kodiak ii looks amazing . looks completely decked out . ,supplemental
227,however 2000$ is a bit high for me right now . ,disagree
228,can we negotiate a price ? ,inquire
229,sure . its definitely a great product . i would be willing to take $1800 ,counter-price
230,perfect ! just what i was gonna offer ! ,agree
231,<end>,<end>
232,"i'm interested in this item , but i had some questions ",intro
233,"geat , ask away . ",agree
234,do i have to remove it myself ? ,inquire
235,"i am renting out the appartment , you ""don't remove anything"" ",inform
236,nice . is it fully furnished ? ,inquire
237,"no , you will need your own ""basic"" furnishing ",inform
238,"how much is the security deposit , is there one ? ",inquire
239,just first and last month rent ,inform
240,"it's a bit pricy , i'm not sure if i can afford it . . . ",vague-price
241,"i'm only asking $1400 , that is really cheap for the area ",init-price
242,i'd totally take 1400 ! ,agree
243,but how about 1300 instead ? ,counter-price
244,"oops , i ment $1400 , how about we meet in the middle at $1350 ? ",counter-price
245,"1325 , and i'll accept ",counter-price
246,how about $1337 . 50 ,counter-price
247,<end>,<end>
248,hello . i'm interested in your bike . ,intro
249,"however , it seems a bit pricey . ",vague-price
250,"yes , because its in a very good condition , well maintained and solid . ",supplemental
251,how much are you willing to pay ? ,inquire
252,i think $125 is fair and a good deal for both of us . ,init-price
253,wow $125 is too low for me . ,disagree
254,i am willing to accept $140 ,counter-price
255,deal . i can swing $140 . ,agree
256,<end>,<end>
257,what does this thing do ? ,inquire
258,it is a samsung smart things hub ,inform
259,what is the condition ? ,inquire
260,brand new ,inform
261,is it open box or sealed ? ,inquire
262,still sealed ,inform
263,i only have $40 in cash but i would like to buy it . ,init-price
264,<end>,<end>
265,hello and thank you for answering my add ,intro
266,"hi , just saw your ad , will you take $100 ? ",init-price
267,"hi , the price for this bike is $200 . ",counter-price
268,it rode it twice . but i decided to purchase a car instead ,supplemental
269,"so you are telling me it is used , i come up some , how about $110 and i'll come pick it up . ",counter-price
270,it is taking up space so i am selling it today . i have an offer for $160 and he can pick it up within the hour ,counter-price
271,"i am really poor , and have no other transportation . i can scounge up $115 , and i can through in a pan of fresh brownies ",counter-price
272,"you are killing me as i really do not want to sell it to this other guy as i know him personally and he abuses his bikes , but that is way under what i paid for it . ",vague-price
273,"the shimano gears alone cost me an extra $50 to add . i paid over $500 for this bike . how about this , since you see like you are a great person , just starting out financially and i remember being there . price is $150 and you give me $100 now and $50 in two weeks , we sign and agreement and you pick it up today ",counter-price
274,"i lost my job , so i can't guarentee anything next week , i think i can get another $5 from my mom , so i can give you $120 total . ",counter-price
275,okay we are good . i like you . ,agree
276,<end>,<end>
277,this is an awesome bike ,supplemental
278,hi i am interested in your bike ,intro
279,great ! what would you like to know ? ,inquire
280,how old is the bike ? ,inquire
281,"about 2 years . i paid 2 , 000 for it new . ",inform
282,"the wheel could be better , would you accept 520 ? ",init-price
283,"wow , way too low . this is an ultra-lite bike ",vague-price
284,<end>,<end>
285,200 dollars ,init-price
286,hi there - i am only asking 150 for this item . ,counter-price
287,"fine i'll keep the extra 50 , i just like the quality ",agree
288,"yes , please buy your new baby something with the savings ! enjoy ! ",agree
289,<end>,<end>
290,"hi there , are you interested ? ",intro
291,hello . i am interested . ,intro
292,i'm willing to pay $22 . ,init-price
293,"that is really too low for such a high quality item , i could do 30 . ? ",counter-price
294,hmmm . $30 is a bit much . ,disagree
295,how is the condition of the item ? ,inquire
296,"if it is in good condition , i could offer $25 . ",counter-price
297,"as you can read it is premium leather , which only gets better with time . ",supplemental
298,so excellent quality and offers maximum protection . i would be willing to drop down and meet in the middle at 28 dollars . ,counter-price
299,i agree . $28 it is . ,agree
300,<end>,<end>
301,does this car have automatic windshield wipers like every car ever invented ? ,inquire
302,i would assume so . it's a 2013 mercedes . ,inform
303,you assume so ? isn't it yours ? is the title in your name ? ,inquire
304,yes i have a clear title and a clear vin . ,inform
305,"alright . i live about 200 miles away , if i were to buy it would you deliver to me ? ",inquire
306,and if it doesn't i could throw some in for you ;) ,disagree
307,"the price is pretty high , very high , can you throw out a more reasonable number ? ",inquire
308,make me an offer . ,inform
309,"my brother works for mercedes , so i might get one through him ",unknown
310,"ok , then go through him . ",agree
311,ok . . ,agree
312,<end>,<end>
313,hi there ! i am interested in the phone you have for sale . ,intro
314,i have seen some plans that come with this phone for 650 . would you take that for this phone ? ,init-price
315,this phone is in really good shape . ,supplemental
316,iwould be willing to let it go for 725 . ,counter-price
317,i may be able to come up to 700 . would that be enough to take it off your hands ? ,counter-price
318,that sounds good to me . i will take 700 ,agree
319,great ! thanks . ,thanks
320,<end>,<end>
321,i'm very interested in renting this location . ,intro
322,"it is a great location , and the unit is spacious and beautiful ! 4 bedroom , 2 bath ",supplemental
323,"sounds nice , my wife has one on the way . how are the schools there ? it's a bit too far from work . . . ",inquire
324,there is easy access to fwy 880 and dumbarton bridge - ,inform
325,i heard a terrorist attack happened a few blocks away from there . ,supplemental
326,"this is a quiet community normally . and yes , there was an incident recently . however , our mayor has encouraged gun ownership by legal residents , and has promised not to prosecute any citizens who take out bad guys as needed , so we feel this is a great place to live . ",supplemental
327,"personally , i'd like to live near work , but the wife you know . . . i got a place lined up for 2 , 000 a month , so there's a very wide gap here between what you are asking . ",init-price
328,do you believe in the right to self-defence ? ,inquire
329,this is a great perk to living in the community . i can work with you on price some . ,vague-price
330,"sounds really great , but with the extra commute time , i think we may be too far apart . but . . . need to keep the wife happy . how about $2200 ? ",counter-price
331,"if you promise to own , and learn how to shoot , if necessary , at least one handgun and one semi-auto rifle , i will take 2200 . ",agree
332,great ! make that offer :) ,agree
333,<end>,<end>
334,hi there ,intro
335,hello . how are you today ? ,intro
336,good thanks . ,thanks
337,i am hoping to make a deal on the battery . ,intro
338,sure . as you can see they are original battery and absolutely great ! ,supplemental
339,what is the amount you are willing to pay ? ,inquire
340,my absolute highest is 114 . . . is ther enayway that works ? ,counter-price
341,that's too low for me . ,vague-price
342,i got the battery for $180 . ,counter-price
343,its very low for me . ,vague-price
344,120 would over budget but i would think reaosnable . . . ,counter-price
345,okay i can accept $120 because i am willing to sell it off ,agree
346,thanks ,thanks
347,<end>,<end>
348,hi there ! i am interested in your bike ! ,intro
349,can you tell me a little more about it ? ,inquire
350,"hello . the bike is in an immaculate condition , drives less than 100 miles . its frame is carbon fiber and its not a boost model . its a great thing for summer ",inform
351,awe man that sounds great ! ,agree
352,the thing is i dont have the amount your asking . would you go any lower ? ,inquire
353,yes i am ready to negotiate . ,agree
354,how much are you willing to pay ? ,inquire
355,all i have is $3800 . would you be willing to sell at that price ? i really would appreciate it ! ,init-price
356,i could accept $3900 because its in a very mint condition and its something worth it ,counter-price
357,how about $3850 ? meet me in the middle ? ,counter-price
358,okay i will take that . ,agree
359,but i do only cash or cashier's check only ? ,inquire
360,cash it is ! ,inform
361,<end>,<end>
362,"hello there , interested ? ",intro
363,"i used to have one just like it back in high school , would you take $1800 ? ",init-price
364,i am sorry that is far too low . ,vague-price
365,i am hoping to get 4000 or higher ,counter-price
366,"it's 21 years old , i also have an '03 yamaha r6 i acn thow in ",supplemental
367,well that changes things . . . 1800 and the yamaha you have a deal ,agree
368,"great , thanks ",thanks
369,<end>,<end>
370,"i have no idea why i didn't throw this away instead of selling it so , lets start there . ",intro
371,hello . this looks like a good display . ,intro
372,what can it do ? ,inquire
373,it can hold books ,inform
374,is it large enough and spacious ? ,inquire
375,"it's shiny and has led lights , if that's a plus ",inform
376,cool . i see the price is $49 but its too pricey for me . ,init-price
377,"for me too , it would cost me $50 to have someone come take it and throw it away ",counter-price
378,well i can only pay $45 because that's what i can afford honestly . ,counter-price
379,that's fair ,agree
380,great so we're good with the price ? ,inquire
381,yes . i'll accept that . ,agree
382,thanks ! ,thanks
383,<end>,<end>
384,this car will blow your mind ,supplemental
385,really ? how fast is it ? ,inquire
386,120k miles ,inform
387,that is high mileage . ,supplemental
388,how fast does it go ? ,inquire
389,"3000 mph i think im not sure , it has a new flywheel so it might be faster thatn i think but i didnt test it out . its a prize ",inform
390,"i think it's really ugly , but i want something to donate to the homeless shelter , and this may be it . ",supplemental
391,"ok yea 8900 is a steal , they go for 30k brand new ",init-price
392,"i wouldn't normally do this , but because we are friends i will give you my final offer of 8188 ",counter-price
393,<end>,<end>
394,"i am interested in your cubicles , do you know who the manufacturer is ? ",inquire
395,"hello , are you interested in the cubicles i have for sale ? ",intro
396,"i am interested in your cubicles , do you know who the manufacturer is ? ",inquire
397,"no i am not sure exactly , but i know they are very well built . ",inform
398,i've seen them sell around $50 individually would you be willing to take $200 for the set ? ,init-price
399,that is way too low for me to go . ,vague-price
400,these are very sturdy and well made . ,supplemental
401,originally cost far more than i am asking . i am willing to go to 380 on the price drop . ,counter-price
402,that is pretty similar to the cost of new would you be willing to take $225 ? ,counter-price
403,"i think you forget that those cheaper new ones are not the same quality here , also you would be getting the chairs and cabinets as well . ",supplemental
404,i don't want the chairs and cabinets i just want to cubicles . ,disagree
405,"well i am willing to come down , but only to 360 as i can get a better offer for everything as a set . ",counter-price
406,"i really do need the cubicles but i already have the chairs and cabinets , so you could probably sell them and get the rest of your money how about i offer $235 ? ",counter-price
407,"no i am sorry , i know i could much better with what i have to offer . either 360 or nothing . . ",insist
408,<end>,<end>
409,hello . i saw your ad and it has caught my attention . can you please elaborate on it more ? ,intro
410,hello . what would you like to know ? ,intro
411,is it new and in a good condition ? ,inquire
412,it has only been ridden a handful of times . bearings are brand new ! ,inform
413,"okay , but the price is way way high for me . i would appreciate it if we could work that out ? ",vague-price
414,sure . i am willing to lower the price a little bit . 180 ,init-price
415,that's great i can do 180 that's very nice of you ! ,agree
416,definitely ! i hope you are able to get more use from it than i was . :) ,thanks
417,<end>,<end>
418,hello ! i have listed the price of the bike at $3450 ,init-price
419,hi . i'm wondering if you would be willing to accept a price of around $2000 instead . i'd be willing to pick it up from wherever you have it now . ,counter-price
420,i cannot go down that low . ,vague-price
421,"i'd be willing to knock it down to 3000 , and throw in a bikelock with a custom helmet ",counter-price
422,i'm not sure if i'd be interested in the lock and helmet . ,disagree
423,in what condition is the bike ? ,inquire
424,"i see you've written ""brand new"" in the description , and i'd be willing to go up to $2500 if the tires are new and the frame and chain are in good condition . ",counter-price
425,<end>,<end>
426,hello . i saw your ad . i really would like to buy it for my kid . ,intro
427,is it a reliable equipment ,inquire
428,it is in great condition . i would be willing to deliver it to you ! ,inform
429,great and do you have it in different colors ? ,inquire
430,"i only have the blue one , but it is in like new condition . ",inform
431,"okay , i can still use that , but now the price is an issue for me . what can we do about that ? ",inquire
432,"well , i will throw in free delivery and a 3 month warranty for the $100 . ",init-price
433,i can't afford $100 because i am not working full time . i just have a certain budget . ,disagree
434,i can only pay $76 for it ,counter-price
435,that is a really big difference ! i will also throw in a helmet and bring the price down to $95 . ,counter-price
436,"so , you will get the bike , the helmet , delivery , and a 3 month warranty . ",supplemental
437,i feel that this is more than fair . wouldn't you agree ? ,inquire
438,i would appreciate if you waive the other options as i just want the bike for my kid . can we work $80 for it ? ,counter-price
439,can we split the difference and agree on 87 . 50 ? ,counter-price
440,okay i think i can do that by taking in more hours at work at least my kid will be happy :) ,agree
441,"agreed , thank you ! ",thanks
442,<end>,<end>
443,hello . i saw your ad and am really interested in it . its a great location and its beautiful . ,intro
444,is it spacious ? ,inquire
445,"it is a 2 bedroom , 1 bath , but you have added living space in the beautiful outdoor area including 3 pools ! ",inform
446,that's really good . but the price is not at all affordable to me . how can we work that out ? ,vague-price
447,"no matter what some people may say , everything in life is negotiable . we want happy people living in our area - people who like to socialize and meet other fun people . are you in ? ",inquire
448,great ! i absolutely am in . ,inform
449,so what is the amount ? ,inquire
450,i an offer you a 10% discount - putting the discounted price at $2025 ! ,init-price
451,i can't pay that sorry . ,disagree
452,i have pay $1500 that's what i can do . ,counter-price
453,"if you volunteer working on our pool cleaing staff 10 hours/week , i can come down an additional 500/month , so 1525 ! ",counter-price
454,that's great i could use some extra time for that ! that's really sweet of you ! ,agree
455,<end>,<end>
456,so you'd be willing to take $20 ? ,init-price
457,yes ,agree
458,i can do that ! ,agree
459,thanks . ,thanks
460,<end>,<end>
461,"hi , saw your ad , i't a little older but mine just blew up , would you take $175 ? ",init-price
462,"hey , i really was looking to get 200 , but since you're the first to ask , i could sell it to you for 190 ",counter-price
463,"hmm , would you do $184 (that's all i have on me) and i will come pick it up in an hour ? ",counter-price
464,"ok , if you can pick it up and save me the hassle of mailing it , i can sell it for 184 . ",agree
465,great ,agree
466,<end>,<end>
467,i think $200 sounds responable ,init-price
468,responable ? ,inquire
469,it's a beautful dresser . ,supplemental
470,yes it is and it very big ,inform
471,it was made from pine wood by the amish . ,supplemental
472,what about $300 ,counter-price
473,i'll accept 300 . ,agree
474,<end>,<end>
475,will you deliver for your asking price ? ,inquire
476,i can deliever the item . ,inform
477,"if you deliver , will you take it apart ? or deliver exactly as shown ? ",inquire
478,"it is hard to take it apart so i will deiliever and sell the desk ""as is"" condition ",inform
479,"what do you mean by ""as is"" ? and who will deliver it , just you ? ",inquire
480,i will have one of my friends help me . as is mean that the item will look like the picture above ,inform
481,"i live 800 miles away from you , is this a problem ? ",inquire
482,yes it is . i think it will increase the price ,inform
483,<end>,<end>
484,hji how old is the bike ? ,inquire
485,"hi there , are you interested in the bike ? ",intro
486,yes where did you buy it from orginally ? ,inquire
487,it is just over a year . i bought it from the schwinn factory directly . ,inform
488,did you have to make any repair ? are all the parts orginigal ? ,inquire
489,"i have newly installed rim tapes , inner tubes , derailleur cable . all new parts . it is in good condition if that is what you are worried about . ",inform
490,who will deliever the bike ? ,inquire
491,"i think we can arrange that , i will take care of either delivering it or the shipping . ",inform
492,i am asking 240$ witht he shipping included . ,init-price
493,can you do $220 ? ,counter-price
494,that seems fair . deal . ,agree
495,<end>,<end>
496,"this is a great oak console . and has cd storage , for those who still have those . ",supplemental
497,"i don't know what cds are , but i think this would make a great addition to my antique display ",supplemental
498,"yeah , there's also an 8-track hidden compartment in the back ! ",supplemental
499,whoah ! i saw those in a movie once ! will you take 350 for it ? ,init-price
500,bit low . . . . . meet in middle at 380 ? :) ,counter-price
501,360 and i'll throw in some 3d-printed fidget spinners ! ,counter-price
502,"375 , and i'll throw in a sony walkman ",counter-price
503,368 and i'll take your walkman and throw in some barry manilow vinyl records ! ,counter-price
504,deal ,agree
505,<end>,<end>
506,hello . i am a verizon customer and would really like to purchase the iphone . ,intro
507,is it brand new ? ,inquire
508,it's only a few months old . i didn't like it and went with a samsung . ,inform
509,i need to get $350 for it . ,init-price
510,wow the ad says its for $300 ? ,counter-price
511,"your right , i am selling another on too , this one is $300 ",agree
512,okay . how many gb is this ? ,inquire
513,i got the extended memory so it has a whopping 64 gb ,inform
514,good ! but $300 is too pricey for me . ,disagree
515,i am willing to pay $170 ,counter-price
516,"no way , i paid over $700 for it back in march ",disagree
517,"okay , so how about $200 that's pretty much what i can do right now taking my budget into consideration ",counter-price
518,"i have a standing offer right now for $290 but they can't pick it up untill saturday , if you can match that it's yours ",counter-price
519,"okay , with the memory given and it being new i can accept it but i would pay in installments would that be okay ? cause i don't have the full amount in me right now ",inquire
520,for $290 ? ,insist
521,yes ! ,agree
522,"i will take payments , and you can have it once it is paid off ",supplemental
523,great thank you then we got a deal ! ,agree
524,<end>,<end>
525,thats a nice care ,intro
526,yes absolutely . its a bmw and very much great ! ,supplemental
527,thanks how much do you want for it ,inquire
528,i am willing to sell it for $9000 ,init-price
529,"i have some saved but not 9000 and realy want to buy it , would you do 8300 ",counter-price
530,i could do $8500 since its a bmw ! ,counter-price
531,you can't go wrong with it and its up to date with all the maintenance done for you ! ,supplemental
532,ok ill take it ,agree
533,great thank you ! ,thanks
534,<end>,<end>
535,hello ,intro
536,"hi , are you interested in this tv ? ",intro
537,"yes , i am interested , but i was wondering if we could negotiate on the price . ",inform
538,i think $50 is a pretty great deal for a plasma tv . ,init-price
539,what did you have in mind ? ,inquire
540,"i was thinking 30 , since it doesnt have the hdmi or tuner and i will have to get those also . . ",counter-price
541,$35 and we have a deal . ,counter-price
542,that sounds great . we have a deal ! thanks so much . ,agree
543,<end>,<end>
544,"hi there , what sizes are the bed mattresses , it says fully sized but is that king or queen or what ? ",inquire
545,hi there . thank you for checking in . ,intro
546,"yes , they are queen sized . ",inform
547,is this non smoking ? ,inquire
548,yes it is ,inform
549,oh good . i hate smoke . i am on a budget any chance you could do it for $3200 ? ,init-price
550,yes i can accept that ! ,agree
551,the cottage is fully furnished and cozy and i guarantee you it will be worth for you ! ,supplemental
552,thanks i apreciate that very much ! ,thanks
553,sure anytime ! ,thanks
554,<end>,<end>
555,"hi , is this unit still available ? ",inquire
556,"yes it is , are you interested ? ",intro
557,"yes , i am . ",inform
558,i was wondering if there are any other perks maybe a pool ? ,inquire
559,<end>,<end>
560,this car will get you laid . ,supplemental
561,"funny , i highly doubt a 14 y/o car will get anyone laid ",unknown
562,"just cause you haven't had one yet . look at it . it's beautiful , not so many miles , the odemeter only spun around once . ",supplemental
563,too be honest don't like the front bumper would be better without that black cover ,supplemental
564,"oh , you can rip that off , and use it to wrap up your next date ",unknown
565,what's it with you and dates ? ,inquire
566,"the car also has headlights , windshield wipers - and doors . ",inform
567,all cars have that how much are you asking for ? ,inquire
568,3500,init-price
569,how about 3000 ,counter-price
570,"i'll throw in luminal and bleech , did i mention how spacious the trunk is ? ",inquire
571,"not fond of manual transmissions , not going to pay 3500 for one ",disagree
572,meet in the middle ? ,inquire
573,3250 ? sure ,agree
574,<end>,<end>
575,hello there . . do you have questions ? ,intro
576,"i saw your ad for the appartment , i also noticed it was in elmwood , kind of a sketchy neighborhood . would you take $2500 ? ",init-price
577,elmwood is actually very safe and very convienent for anyone going to the university or wanting to be close to shopping and transportation . ,supplemental
578,i am afraid you offer is a little low . ,vague-price
579,"i just saw on the news last night that an elderly woman got mugged in elmwood , so theres that . i can offer you $2550 ",counter-price
580,i am wanting much closer $3600 . i could do it for 3200 only because i would like to take care of it quickly . ,counter-price
581,"can we meet closer to the middel , how is $2700 ? ",counter-price
582,i would be willing to come down to 3000 . ,counter-price
