,text,meta_text
61,when can i com see it ,inquire
62,i can do a viewing at 7pm tonight ,inform
63,okay that works for me see you then thanks ,thanks
64,<end>,<end>
65,hi i am interested in the 2 bed 1 bath in upper diamond ? ,intro
66,it is still available . ,intro
67,i would like to offer $2750 . it looks very charming and right in my desired neighborhood . ,init-price
68,upper diamond is a hot neighborhood . i could go to $2850 . ,counter-price
69,deal ! ,agree
70,fantastic ! lets get the final agreement going ! ,thanks
71,<end>,<end>
72,hi ! ,intro
73,"hello , what can i do for you today . ",intro
74,"i would love for you to do me , a favor ! ",intro
75,"sure , what favor would that be ? ",intro
76,i would like spin my way to get hot and bothered on one of these spin cycle machines and i could not think of a better place to buy one ! ,intro
77,"thats great , i happen to have spin machine that's only been used a few times , only $125 . ",init-price
78,only a few times ? i like my spinners clean that is absolutely phenomenal ! how much for this bad boy ? ,inquire
79,"this machine has cleaned and looked over , it looks and feels like its factory fresh . yours for $125 . ",insist
80,oh stop ! you are very persuasive ! i will have to take it ! thank you for the toy ! ,agree
81,<end>,<end>
82,how we doing today ,intro
83,"hey , nice bike . i have been looking for one like this , could you tell me about any scratches or damage it has ? ",inquire
84,"no scratched at all , it's like new ",inform
85,"i see you are asking 1100 but i am really on a budget , would you take 650 ? ",init-price
86,"yeah thats not going to happen , i bought it for 1500 and it has 50 miles only ",counter-price
87,hmmm . well what is the lowest you can go ? ,vague-price
88,"i could go for 950 , it's my final offer ",counter-price
89,"it is more than want to pay but it is a very fair price for the bike , i accept . i will be over with the cash today . ",agree
90,<end>,<end>
91,hi ! is the 2 bedroom apartment still for rent ? ,inquire
92,it is ! you can move in as early as next week . ,inform
93,i would like to offer $1600 if thats ok with you . ,init-price
94,$1600 would be too low . montclaire is a very up and comming neighborhood . utilities are cheaper there due to the prevailing winds . ,vague-price
95,since i am a student i am looking for a little cheaper . any way you could include utilities and $1900 ? ,counter-price
96,"well , even with all the benifits this apartment and area has to offer i can go to $1950 and i can include utilities . ",counter-price
97,that sounds perfect ! ,agree
98,<end>,<end>
99,are you looking for a apartment ,inquire
100,yes i am . ,inform
101,this sounds perfect but i am a little confused as to the price . ,vague-price
102,is this a rental quote ? ,inquire
103,i have a nice 4bedroom spacious apartment ,inform
104,i am moving to berkeley from the midwest . where i live this would rent for about $3000/month . you are asking $6495/month ? ,init-price
105,yes cause it's up to date with the latest in technmeras and moreology apple tv led smart tv amazon echo security ca ,supplemental
106,"sounds nice . i have budgeted the assumption of rental responsibility at $5800/month . could you come down to that ? i have excellent credit and references , and would take extremely good care of this apartment . ",counter-price
107,i can get you in for $5900 a month deal ,counter-price
108,thank you ! i can handle $5900 . it's a deal ? ,agree
109,ok mee t at 10am tomorrow morning i'll show you around ,agree
110,thanks . see you then . ,thanks
111,<end>,<end>
112,hello ! are you interested in this tv ? is there any info you need about it ? ,intro
113,how we doing today ,intro
114,fine thank you ! ,intro
115,yes how old is it ? ,inquire
116,it is a few years old . it is in excellent condition . ,inform
117,ok any scratches ,inquire
118,no scratches . works flawlessly . i bought a new tv and just don't have any room for this one . ,inform
119,ok so let get down to business ,agree
120,"ok , how much would you like to offer for this tv ? ",inquire
121,i would offer you 50 dollars ,init-price
122,you've got a deal my friend ! ,agree
123,thank you good day ,thanks
124,<end>,<end>
125,does it have any scratches/scuffs or anything like that ? ,inquire
126,"no , it's in like-new condition ",inform
127,"i was looking at something similar but in a full size . can you come down on the price ? if the price is good , i can get different sheets etc . ",vague-price
128,i have some new sheets i can throw in if you're willing to pay the listing price . ,counter-price
129,i could do $85 and we're picky about sheets because of allergies but thank you . ,init-price
130,"that seems a little lower than i can do . i can come down a bit , but you'll need to do better than that . ",vague-price
131,can you deliver it ? ,inquire
132,"i have a van , so that shouldn't be a problem , but i'll really need around $135 to make it worth my while ",counter-price
133,i can go $110 delivered . ,counter-price
134,125 is the best i can do . ,counter-price
135,i can't for more than $115 . 00 ,counter-price
136,i really can't do less than $125 ,counter-price
137,if you go ahead and put the sheets with it i'll do $120 . 00 ,counter-price
138,"for 125 , i'll throw in the sheets , but with that and delivery , i think that's more than a fair price ",insist
139,"ok , deal ",agree
140,<end>,<end>
141,"hello , i have this great charger still available . ",intro
142,this looks like just what i need . does it come with everything that is needed to use it ? ? ,inquire
143,"yes , and it's still in the original packaging . ",inform
144,it all works ? it isn't broken ? ,inquire
145,"yes , it works . i only used it once before finding my old charger . ",inform
146,great . would you take $8 cash ? ,init-price
147,that's less than i wanted but i'll accept . $8 is good . ,agree
148,<end>,<end>
149,"i am asking $20 , 000 for this 1970 singray ",init-price
150,"would you be willing to go $17 , 500 ? ",counter-price
151,"that is a little low but if you can pay cash this week i could go $18 , 000 since the registration is all current . ",counter-price
152,"i would be more than willing to do that , and think that is fair ! ",agree
153,please accept my final agreement ! ,agree
154,<end>,<end>
155,hey there heard you were interesting in purchasing my mountain bike ? ,intro
156,"yes i am , can you tell me about the bike ? ",inquire
157,well it's a great downhill racing bike . i'd be keeping it but i got into a motorbike crash recently and can't use it anymore . it's decked out with all the top quality gear ,inform
158,"huh , shame you've gotta sell it . what price are you hoping for ? ",inquire
159,was hoping for something around 800 dollars but it's really no use to me so i'd be willing to go lower ,init-price
160,how does $720 sound ? ,counter-price
161,"hmm , if you pick it up then sure . ",agree
162,sounds like a deal then ,agree
163,<end>,<end>
164,how we doing today ,intro
165,"excellent , i am in need of desk hutch and the one you are offering is most satisfactory . i wish to know the price . ",inquire
166,"i am selling it for 1750 , it's a great buy ",init-price
167,"this price is too high for me , perhaps you could go lower ? ",vague-price
168,i could give a 100 discount ,counter-price
169,could you go a bit lower than that ? i can provide full transportation of this piece of furniture . in addition i would give your store the highest recommendation . ,vague-price
170,"ok i ll go to 1600 fair enough , only if you recomend my store ",counter-price
171,"hmmm , very well . we are in agreement . ",agree
172,<end>,<end>
173,"hi beautiful bike , when did you get it ? ",inquire
174,"hello , thank you . i got the bike in 2015 . it's a real beauty . i can also deliver if needed . ",inform
175,"could you tell e if it has any issues , scratches , does anything need to be repaired ? how does it ride ? ",inquire
176,you will get a very smooth and effortless ride with this bike . it doesn't have any issues and have been maintained very well . ,inform
177,"i like the fact that you can deliver as well as the answers about the bike , i would be willing to offer you 450 since you can deliver . ",init-price
178,"i would really like to get more than that , closer to my asking price . ",vague-price
179,"what is the best you can do , i really love this bike . ",inquire
180,i could do $525 ,counter-price
181,"that sounds great . a little more than i want to spend but i am sure the bike is well worth it , thank you ! i will have the cash ready when you get here . ",agree
182,<end>,<end>
183,hello ,intro
184,hi ,intro
185,are you looking to buy yourself an awesome vehicle ? ,intro
186,"yeah , so if the price is good & my mechanic checks it out that's cool . does it need any work ",inquire
187,"it's got a clean maintenance record and has no major problems . it's a very clean car , with working heat and a/c . ",inform
188,what problems are you concerned with ? ,inquire
189,"for one thing , we're only getting 0 . 50 for this , so time's a concern . know what i mean ? ",inform
190,"yes , but that language could get this rejected . so , let's deal with the car . i'm offering it for $5900 ",init-price
191,<end>,<end>
192,hi ! i have a rosewood 100 % wood credenza for $200 . ,init-price
193,hey ! i can offer $150 for the credenza . ,counter-price
194,i would be willing to go $175 and you pick up this week ? ,counter-price
195,sounds great ! ,agree
196,<end>,<end>
197,"hi , can i interest you in these mid century lamps for $40 ? ",init-price
198,hi yes i'm interested . do these come with light bulbs ? ,inquire
199,"yes , they do with medcentury mod modern mcm lighting . it's in great vintage condition ! ",inform
200,are there any stains or cracks on them ? ,inquire
201,there are none whatsoever . this is a steal if you like vintage antiques ! ,inform
202,i do ! but since i'm a bargain shower i'd like to offer you $30 ,counter-price
203,i'd be willing to meet you in the middle for $35 ? ,counter-price
204,i'll take it ! ,agree
205,<end>,<end>
206,"hi there , can you give me some more info about the bike you have for sale please ",inquire
207,"sure , i has a really comfortable and adjustable seat . it's a couple of years old but there is hardly any wear . ",inform
208,has it been kept inside ? ,inquire
209,"yes , i store it in my garage to keep it out of the elements . ",inform
210,so there is no rust on it ? ,inquire
211,"nope , it was repainted recently . it looks like new . ",inform
212,i'm selling it for $1300 . are you interested ? ,init-price
213,"i am very interested i was wondering $1300 is a little high for me , does it come with any accessories ? ",vague-price
214,i can throw in a helmet and some knee pads . i also have riding gloves . they're pink if that's okay with you . ,inform
215,that would be great would you take $800 for everything ? ,counter-price
216,that's really low for such a great bike . how about $1000 ? ,counter-price
217,can we meet in the middle and say $900 ? ,counter-price
218,okay . that'll work . $900 it is . ,agree
219,<end>,<end>
220,hey there heard you were looking for some new furniture ? ,intro
221,"yes i am , is there any scrathes on the table ",inquire
222,no scratches at all ! just selling it because i got my house redecorated and it no longer matches ,inform
223,how about the mirros what is the condition ,inquire
224,"same story , immaculate condition ",inform
225,ok i could offer you fifty bucks ,init-price
226,"unless you want to pick them up it'll be $60 , too much of a hassle to drive them myself ",counter-price
227,"i could that , so lets agree on 50 , fair enough ? ",insist
228,sounds great ,agree
229,<end>,<end>
230,hi there . . can you give me some more info on this couch please . ,inquire
231,hi . thanks for checking . the couch is very neat . i bought it few months ago but i'm selling it because i don't have enough space for it ,inform
232,ok but is it from a smoke and pet free home ? ? i have allergies and don't want to get sick ,inquire
233,i am non-smoker and don't keep pets so this is probably a perfect match for you ,inform
234,"awesome , does the throw and cushions come with it ? ",inquire
235,it comes with all white slip cover and dove grey slip cover and i'll give you with the throw and cushions if you are willing to pay casha nd pick it up today ,inform
236,i can pick up today not a problem would you take $110 for it ? ,init-price
237,"with all the luxury that are provided by this futon , i will offer it for $120 ",counter-price
238,can we meet in the middle and call it $115 ? ,counter-price
239,"ok . just because you are picking it up , i'll take $117 ",counter-price
240,lol ok i guess i can live with that :) ,agree
241,<end>,<end>
242,hello ! ,intro
243,hello ,intro
244,how are you ? ,intro
245,good how are you . are you interested in the ottoman ? ,intro
246,"i'm great . and yes i am , if you could tell me more about it ",inquire
247,it was barely used and in very good condition . the fabric is very thick and great quality . it is not being used at the moment ,inform
248,really ? that's great to hear . could i pick it up today if i pay cash ? ,inquire
249,yes it is available for pick up today . ,inform
250,price is $150 . ,init-price
251,"i would like to pay $110 , please ",counter-price
252,i don't think i can go that low on it . it was originally purchased for $250 and has barely been used . ,counter-price
253,"really ? that's good to hear , but it is still second hand . $130 ? ",counter-price
254,i would be happy with $135 if that works for you . ,counter-price
255,ah that would be acceptable . can i pick it up now ? ,agree
256,yes ! thank you ,thanks
257,<end>,<end>
258,hi ! i am interested in your apartment ,intro
259,"hi , i see you are interested . how can i help you ? ",intro
260,does it have a parking space and can you tell me a little bit about the area ? ,inquire
261,it does have parking space and is located right near good restuants . it is located not to far from the beach as well . ,inform
262,oh nice ! is the area safe ? ,inquire
263,very safe . what kind of price are you looking to pay me ? ,inform
264,how about 800 ? ,init-price
265,"how about $950 and i will throw in free cable , internet and ac ? ",counter-price
266,tempting . ok . . let's do that ,agree
267,"ok , i will offer 950 . enjoy your new home , ",agree
268,<end>,<end>
269,hi ! i have chairs for sale . what are you looking for ? ,inquire
270,chairs ,inform
271,great ! i have 36 to choose from . pick up only . i am asking $80 . 00 each . ,init-price
272,"i was hoping to only pay $48 , i know that's an odd number , i have a cell phone i don't use anymore i could throw in ? ",counter-price
273,that seems fair to me . when are you going to pick up ? ,inquire
274,"in two hours , if that's a possibility . ",inform
275,<end>,<end>
276,hey interested ? ,intro
277,yes i am . i need a new dining room table . how long have you had it ,inquire
278,2 years ,inform
279,is there any scratches on it . i see there is a screw loose . will you be able to negotiate on the price ,inquire
280,i can tighten those for you free of charge . there are a few small scratches however they are easily fixed and i factored them into the price . ,inform
281,ok can you go 46 or is 50 final offer ,init-price
282,how about 49 and ill deliver ? ,counter-price
283,sounds good deal ,agree
284,<end>,<end>
285,i am very intersted in the new iphone . i would like to offer $715 . 00 for a black one . ,init-price
286,the phone is very clean- like new and you will enjoying using it . i'll offer it for $750 if you are willing to pick it up today ,counter-price
287,anyway you could throw in a case and screen protector ? ,inquire
288,it's a brand new phone and i'm willing to throw in a case and screen projector for extra $10 ,inform
289,"i will take the phone , case and screen protector for $760 . ",agree
290,<end>,<end>
291,hi are you interested in my copter . it was my sons and i need to get rid of it ,intro
292,yes would you take 50 . 00 ,init-price
293,i have to get rid of it for him . the lowest i could go is 75 as i bought it for 100 . would you like to learn more about it ,counter-price
294,yes tell me about it more ,inquire
295,it is a 2 . 4 gig transmitter . it also has an lcd screen . you can adjust the flights ,inform
296,okay lets say 60 . 00 ,counter-price
297,ok 60 is good deal ,agree
298,<end>,<end>
299,"hi , i am interested in your 2010 ford truck ",intro
300,"hello , how much are you willing to spend ? ",intro
301,is the trunk in good condition ? ,inquire
302,"yes the trunk is in excellent condition , there is a minor dent on the truck bed however ",inform
303,if i pay in cash will you take $6900 ? ,insist
304,"if you are willing to pay in cash , i am willing to go as low as 9000 ",counter-price
305,i will accept that offer . ,agree
306,i will gladly oblige ,thanks
307,<end>,<end>
308,"hi , i have a schwinn bike for sale ! the price is $75 . ",init-price
309,schwinn is a great bike . does it have any rust ? how many speeds ? ,inquire
310,"i actually am unsure on the speeds , but there is no rust . ",inform
311,"alright , since you don't know the speeds can we lower the price a little to say . . $65 ? ",init-price
312,sounds great to me ! ,agree
313,when can you pick it up ? ,inquire
314,today ,inform
315,<end>,<end>
316,hi ,intro
317,hello men i like this ,intro
318,so you are interested in the nest products ? ,intro
319,"yes , i can give you 165 . 00 ",init-price
320,"well that is reasonable , but let me ask you are into a better deal for multiple units ? i ask because i have four ",vague-price
321,okay what about 175 . 00 ,counter-price
322,just for th eone ? ,inquire
323,just the one ,inform
324,can you come and pick it up today ? ,inquire
325,okay i will fly to you to day and pick it up ,inform
326,alright sounds like a deal ,agree
327,<end>,<end>
328,hi are you interested in my tv cart for sale ,intro
329,hi i am interested in your p2 luxus tv cart . are the straps still attached ? ,inquire
330,yes they are . it can hold up to 99 lbs . it also has an overhead camera shelf . anything else you would like to know ,inform
331,is this for older bulky tv's or the newer flat screens ? ,inquire
332,any kind of tv will do . ,inform
333,i am asking 300 but im willing to negotiate ,init-price
334,"okay , would you be willing to take $220 ? i can pick it up tomorrow ",counter-price
335,220 is a good deal and yes i will be home tomorow at 8 pm see you then . ,agree
336,<end>,<end>
337,hello . are you interested in the bookcase ? ,intro
338,very much so . i want in my house now . i need to get some more info on it though . do you know how old it is ? ,inquire
339,it's an antique in beautiful condition . it was hand crafted in the 1960s . ,inform
340,is it in a house or a warehouse or store . also it must be pretty heavy do i get free delivery with that ? ,inquire
341,it is located at our warehouse in vallejo . delivery is $25 . ,inform
342,i really need this peice in my home are you willing to let it go for $65 and i will pick it up today . ,init-price
343,i can't let it go for that low . what i can do though is sell it at list price of $95 and throw in free delivery . i can have our crew bring it into your house to ensure no damage . ,counter-price
344,i guess you can give &72 an opportunity ,counter-price
345,what opportunity ? ,inquire
346,<end>,<end>
347,nice bike ,intro
348,thanks ! are you interested ? ,intro
349,yes for my wife how much ,inquire
350,the price is $250 . ,init-price
351,i have 120 ,counter-price
352,i can go as far as $190 . and i can deliver it to you . ,counter-price
353,ok thats a sweet deal. ,agree
354,what time? ,inquire
355,"anytime , maybe tonight ? ",inform
356,thanks see you then ,thanks
357,<end>,<end>
358,is the basket included with this bike ? ,inquire
359,yes it is included with the bike . ,inform
360,and is it red just like in the picture ? ,inquire
361,"yes it is exactly like the photo , practically brand new too ! ",inform
362,i'll pay $700 cash ! ,init-price
363,"i am wanting to do a quick deal , but that is far too low . i woudl need you to come much closer , like i said in great condition practically brand new . ",vague-price
364,i can't go much higher at the moment . how low will you go ? ,vague-price
365,"i would say 900 , i am taking a loss on it even at 1200 . ",counter-price
366,i'll give you 950 ,counter-price
367,okay ,agree
368,<end>,<end>
369,"hi , i'm interested in your bike . ",intro
370,how much ,intro
371,how about $220 ? ,init-price
372,<end>,<end>
373,thanks ,intro
374,what would you like to pay for this ? ,inquire
375,1719,init-price
376,"$1 , 719 ? ",inquire
377,i think there is a problem . i finished a negotiation with someone else for an apartment and accepted the offer already . ,inform
378,"oh . ok . i just started this negotiation . can you help me finish it ? if you meet my list price , i'll deliver it to you for free . ",inquire
379,what am i negotiating for ? ,inquire
380,"i'm selling a teak , modern danish mid-century table , perfect for a coffee table or end table . i'm asking $95 . ",init-price
381,does it have any damage ? ,inquire
382,"no , it's unmarked , no labels or dents . it was newly refinished and oiled , looks brand new . it's got a retro look , and it was much more expensive when i bought it new . ",inform
383,i will agree to the $95 price ,agree
384,great ! thanks . it's on its way to you . ,thanks
385,it's not working . i wrote to the requestor . ,unknown
386,"ah , bummer . alright . . . i guess we should quit ? ",inquire
387,unfortunately so . you can contact the requestor as well . sorry . ,disagree
388,that's ok . thanks for your help . ,thanks
389,<end>,<end>
390,hello is anything wrong with this ? ,inquire
391,"one of the drawers can get stuck , and is hard to open , but that's it . very sturdy . ",inform
392,if i pick it up would you be willing to lower the price ? ,inquire
393,maybe . i haven't been including shipping in the price . ,inform
394,i'd really like to pay $180 for this if possible . ,init-price
395,i can do $180 . i appreciate you not starting with a ridiculously low offer . ,agree
396,of course . we have a deal then ? ,agree
397,sure . $180 it is . ,agree
398,<end>,<end>
399,"hello , any interested buyers ? ",intro
400,i have nobody look at it yet . it comes equip with a walk in closet . dishwasher and gas stove . a great place for a single person ,supplemental
401,"how old is this bike exactly , just says a few years . ",inquire
402,its an apartment not a bike ,inform
403,hmm seems we have a glitch here ,disagree
404,<end>,<end>
405,"hi , i am interested . ",intro
406,okay are you a smoker ? ,inquire
407,no . ,inform
408,"does this come with lights , cable or internet ? ",inquire
409,"no , but you can have put in the rent 2800 a moth ",init-price
410,"i will make an offer than of only 2576 , since i have to pay for my own lights , cable and internet . ",counter-price
411,okay done ,agree
412,<end>,<end>
413,hi there ,intro
414,"hi , i'm interested in your bike ! ",intro
415,thank you . i just bought this for my little princess but it is not her size . it is new ,supplemental
416,would you be willing to sell it for $225 ? ,init-price
417,i am sorry . it is too low . how about 300 ? ,counter-price
418,will you be able to deliver it for $300 ? ,inquire
419,do you live in the area ? ,inquire
420,i definitely do . ,inform
421,we'll see you then . thank you ,agree
422,<end>,<end>
423,hi . i am interested in the table for sale . can you please give me more information ? ,inquire
424,yes it's in excellent condition with a newly refinished top ,inform
425,is it used ? does it have any scratches or visible blemishes ? ,inquire
426,very minor and you wouldn't able to see them at first glance ,inform
427,how sturdy is it ? ,inquire
428,it's extremely sturdy ,inform
429,i can pick it up today for $60 cash ,init-price
430,sounds good ! ,agree
431,<end>,<end>
432,"hello , are you looking for a bike to make deliveries with ? ",intro
433,i will give you 129 that al i got to give ,init-price
434,"sorry , that's too low . i would need $155 for it . it's a great bike . ",counter-price
435,it looks good but i only have 129 . 00 ,counter-price
436,"can you borrow the money ? if not , then it's no deal . i have other offers for it . ",inquire
437,no but i can pick to save you some money if that help you ,inform
438,okay . if you pick it up then i will accept $129 ,agree
439,<end>,<end>
440,"hello , i am interested in buying your mountain bike you've got for sale . ",intro
441,me too ,unknown
442,? you have it for sale . ,unknown
443,yes and i would ot bey one as well ,unknown
444,"well , i guess you can once we make a deal and i buy the one you've got already ",unknown
445,yeah but i went your old bike ,unknown
446,lets just get done with this lol . . will you take $90 ,init-price
447,okay what 100 . 00 ,counter-price
448,sounds good ,agree
449,<end>,<end>
450,hi ! ,intro
451,hello i am quite interested in this excercise cycle ,intro
452,awesome do you have any questions before i make an offer ? ,inquire
453,yes may i ask why you are selling it are there any issues with it ? ,inquire
454,there are no issues with the product i have no use for the product as i recently had my legs bitten off by a shark ! ,inform
455,i see i'm very sorry to hear damn those sharks and their actually really low human attack rate . ok all things considered with the cycle being fully assembled and since i have to pick it up which will be a bit more difficult would you mind lowering to $95 ,init-price
456,i will do it ! i am feeling very generous as i have a new perspective on life after the accident ! ,agree
457,thanks very much ,thanks
458,<end>,<end>
459,hi ! ,intro
460,hello ,intro
461,are you interested in buying my product ? any questions ? ,inquire
462,tell me some more about your chair that you have for sale ,inquire
463,"the chair is one of kind , as it was passed down from my great great grandmother ! it is polished and clean after being rebuilt this year ! ",inform
464,why are you seling it ? ,inquire
465,i needed to get rid of it because it seems to be slightly haunted . it should not be now though since i took it apart and put it back together ,inform
466,hmmm . . . it sounds kind of rickety ,disagree
467,it is however it has granted me riches ! if you rub the right leg three times at exactly midnight you will find a gold coin resting on the seat the next morning ! for this reason i am selling the chair for $30 . if you experience any paranormal activity you just have to sell the chair to its next victim ! ,init-price
468,<end>,<end>
469,"hi , that is a really nice bike , i have been looking for one like that . ",intro
470,how does it ride ? does it have any damage ? ,inquire
471,"this is in great condition . it rides very nice . there is no damage . it is a bit dirty , but that's it . ",inform
472,how long have you used it for ? ,inquire
473,i bought this six months ago . ,inform
474,would you take 200 for it . i have cash and i can pick it up today . ,init-price
475,if you come today with the 200 it is yours ! ,agree
476,"great , i am on my way ! ",agree
477,<end>,<end>
478,hi i am interested in the bike ,intro
479,yes the bike is available . it is gently used and in great condition . what questions do you have ? ,intro
480,do you think it be suitable for a 6'1'' person ? ,inquire
481,"absolutely . i am 5'10"" and there is room to grow ",inform
482,"nice , and hwo old is this bike ? ",inquire
483,3 years old . barely used ,inform
484,sorry about the how typo . . would you be willing to work with me on the price ? ,inquire
485,i have a little wiggle room . what are you willing to pay ? ,inquire
486,$2300 would be a great price point for me . ,init-price
487,i don't think i can go that low . the bike still has 2 years full warranty left on it . i could probably do $2500 if you picked it up ,counter-price
488,i could do 2500 but only if you include the pedals . ,agree
489,"yes , it includes a spare set of pedals . you have a deal ",agree
490,<end>,<end>
491,what the fuck ,unknown
492,how long have you owned this chair ? ,inquire
493,oh about 1000 year but its all good ,inform
494,are you willing to come down in price if i pick it up ? ,vague-price
495,yeah but i still need $45 . 000 usd you see im going to bey some beer and bich's to night and i need to look goood ,init-price
496,<end>,<end>
497,hello . are you interested in the bike ? ,intro
498,"hello , i see you are selling a bike ? ",inquire
499,yes i am . ,inform
500,how long have you had it ? ,inquire
501,"i had it for about a year but hardly used it , because my daughter outgrew very quickly , and it was for her actually . ",inform
502,was it ever taken to the mountains ? ,inquire
503,no only used it on the streets ,inform
504,that's a plus . did your daughter ever have an accident or fall off of the bike ? ,inquire
505,no thankfully she did not ! ,inform
506,"excellent ! if you don't mind me asking , how much did you originally pay for it ? ",inquire
507,i had originally got it for $200 but i am now selling it for half the price ,init-price
508,"i see . i like the bike . it seems like a good deal , but i am very hesitant to pay $100 for it when it is a year old . is there any wiggle room on that price ? ",vague-price
509,i could bring it down to $90 that's about it because its not very old . ,counter-price
510,"$90 pretty good , but i was thinking more along the lines of $80 . maybe we can meet in the middle at $85 ? ",counter-price
511,i can do $90 and that's about it ,insist
512,you drive a hard bargain . are you getting a lot of offers for it ? ,inquire
513,yes i am . ,inform
514,but i am willing to give it to you for $90 . are you interested ? ,insist
515,"since you did come down a bit , i guess i could tighten my belt at $90 . ",agree
516,thank you ! ,thanks
517,<end>,<end>
518,hello . what kind of condition is the bike in ? ,inquire
519,"hi , the bike is pretty new , i just got it about six months ago and it is in excellent shape , barely used at all . ",inform
520,are the tires still good on it ? ,inquire
521,"yes the tires are good , lots of tread . ",inform
522,i'd like to pay a bit lower for this . more like $2250 ? ,init-price
523,"i think that is a fair offer , i accept . can you come get it today ? ",agree
524,<end>,<end>
525,"hello , i am interested in your apartment for rent . ",intro
526,what price range ,inquire
527,you currently have it listed for $2253 a month . i am looking for less rent in exchange for a longer lease . i am prepared to sign up to a 3 year lease for $1400/month . i have excellent credit and rental history . ,init-price
528,ok that's sounds like a deal how many bedrooms ,inquire
529,the rental i would like to buyrent is a two bedroom . ,inform
530,are you the seller of this unit ? or are you looking for a unit that i have described ? ,inquire
531,im the seller i have the place at 6000 sun hill circle ,inform
532,"excellent ! that is the one i would like . i am even willing to forgo the free months rent , with a three year lease , as long as i can get it for $1400/month . ",insist
533,i cant do the 1400 a month i can get you in for the 2300 ,counter-price
534,for a 3 year lease ? excellent credit and rental history ? and only a discount of $53 ?,vague-price
535," you can do better than that . what if i went up slightly , to $1500 ? i would not have to have the free months rent . it would be guaranteed $1500 a month for three years . ",counter-price
536,i can do it for 1800 is the lowest ,counter-price
537,i think that is fair . we have a deal ! ,agree
538,meet me in the afternoon tomorrow thanks ,agree
539,<end>,<end>
540,hi ,intro
541,hello how are you today ? ,intro
542,good thanks . i am wondering how old your bike is ? ,inquire
543,my bike is only one year old and its in an excellent condition ,inform
544,"great , do you know if they are all terrain tires ? ",inquire
545,yes they are ,inform
546,"great , i am hoping we could make a deal . . i was thinking i can do a cash offer of 304 ",init-price
547,that's too less for me . i can give it to you for $350 ,counter-price
548,if you can deliver it i can do 350 . ,agree
549,yes i can do that for you ! ,agree
550,<end>,<end>
551,hi ! are you interested in buying my product ? ,intro
