,text,meta_text
72,"i could go to 2400 and pay garbage , but other utilities would be yours . ",agree
73,<end>,<end>
74,"hi , i'm very interested ni the t-mobile lg g4 phone ",intro
75,"ok great , i'm slightly flexible on the price . did you have an offer for me ? ",intro
76,"yeah , how do you feel about $85 ? ",init-price
77,that's a little too low for me . what about 100 ? ,counter-price
78,"hmm . . okay , i could do $100 ",agree
79,<end>,<end>
80,hi there ! are you interested in the blackberry ? ,intro
81,yes i am ! does the screen have any scratches ? and do all the keys work and light up ? ,inquire
82,they do ! ,inform
83,are you looking to buy or trade ? ,inquire
84,<end>,<end>
85,hello ,intro
86,hi ,intro
87,i am interested in your bike for sale ,intro
88,it's a great bike ,supplemental
89,"i dont really need all the accessories with it , so is $45 an offer youre willing to accept ? ",init-price
90,without the accessories i would be able to do $70 ,counter-price
91,"thats still a little high , how about $50 ? ",counter-price
92,i can do $65 if you come and pick it up ,counter-price
93,ok sounds good ,agree
94,<end>,<end>
95,would you be willing to sell the bike for $15 ? ,init-price
96,how about $16 ? ,counter-price
97,sure :) ,agree
98,it's a deal ! ,thanks
99,<end>,<end>
100,"hi , what is the lowest you'll be able to sell it for ? ",inquire
101,"this chair is an excellent addition to any room ! it is in perfect condition , and retails for around $450 . so the lowest i could go is $250 . ",init-price
102,"would you be interested in lowering the price to , say $225 , if i were to able to get it today and pay all in cash ? ",counter-price
103,deal . ,agree
104,<end>,<end>
105,greetings ! ,intro
106,hello there . i would like to buy your bike ,intro
107,i'm more than happy to sell it . how does the list price of 75% sound ? ,vague-price
108,"i'd love to pay that , but i only have $65 i can spend this week . ",init-price
109,"sorry for the % , a typo . however i could do 65 dollars . ",agree
110,ok you've got a deal . ,agree
111,<end>,<end>
112,"hi , interested in the chair listed here ",intro
113,hello would you like to buy by nice chair for 300 dollars ? ,init-price
114,"i think it is nice , would you take $250 for it ? ",counter-price
115,would you take 275 ? ,counter-price
116,$270 ? ,counter-price
117,<end>,<end>
118,great price great bike ! ,intro
119,hi ! ,intro
120,it does look nice . ,intro
121,"hello , how will you be purchasing this bike today ? ",inquire
122,i was wondering if you would accept $65 cash ,init-price
123,what bike would be willing to lose for that price ? ,inquire
124,i'm not sure i understand . will you sell for $65 cash ? ,inquire
125,"typing error , sorry . i meant to say what bike accesories are you willing to do without in order to get it for the 65$ cash ? ",inquire
126,"oh , i see . i could do without the training wheels . ",unknown
127,we have a deal then ,agree
128,great ! ,thanks
129,<end>,<end>
130,"hello , i would like to purchase your chair ! it is everything i have been looking for . would you be willing to come down in price ? ",intro
131,"thanks for your interest , it is a very nice piece , moving and we have no room for it , would be willing to go to 280 for a sale today . ",init-price
132,if i can to you and picked it up would you be willing to do 200 ? ,counter-price
133,"can't afford to i'm afraid , already losing money on it . tell you what , i'll deliver within 40 miles and final offer would be 270 ",counter-price
134,"i will do 250 , that is my highest offer . ",counter-price
135,"i paid 445 3 months ago and it is almost unused , certainly unmarked . 265 if you agree now , otherwise i'll just have to sell another day ",counter-price
136,265 and free delivery ? ,inquire
137,"that's right , all part of the service ",inform
138,alright we have a deal . ,agree
139,nice doing business with you ! ,thanks
140,<end>,<end>
141,"wow , this looks like a great bike ! ",intro
142,it sure is ! excellent for kids and it's in excellent condition ,supplemental
143,really ? is it new ? ,inquire
144,it has been used but very lightly . ,inform
145,very cool ! does it come with the helmet for the price ? ,inquire
146,it sure does . ,inform
147,"wow , this looks great ! ",unknown
148,its an awesome bike ! ,supplemental
149,does it come with the helmet ? ,inquire
150,it sure does . ,inform
151,how much ? ? ,inquire
152,im asking for $75 ,init-price
153,"wow , steep ! its old . how about 35 ",counter-price
154,the bike is in excellent condition and it comes with a bunch of additional goodies . those make this an excellent deal . i also deliver within 25 miles of town at my expense . ,supplemental
155,thats all great ! how about 50 and i pick it up ? ,counter-price
156,"the add-on items make this a great deal . they are worth quite a bit alone . but i figured the deal would be sweeter as a package price . because i'm a nice guy , i'd be willing to deliver and knock $15 off the price to make it $60 for the bike and all the valuable goodies . ",counter-price
157,deal ! ,thanks
158,<end>,<end>
159,hi there . are you interested in the sofa ? ,intro
160,"yes , i would be willing to pay 100 for the sofa ",init-price
161,"i was looking to get 150 for it , but i'd be willing to take 135 ",counter-price
162,can you deliver ? ,inquire
163,i can deliver it within 5 miles for 50 bucks . ,inform
164,tell you what-- i'll sell you the sofa and deliver it for 175 ,counter-price
165,i will pick up the sofa and pay 125 . ,counter-price
166,it's in really good shape-- no pets and no smokers . i can't really accept less than 135 for it ,counter-price
167,how about 130 ? ,counter-price
168,alright i can do 130 ,agree
169,<end>,<end>
170,"hi , i'm very interested in this bike . are the tires in good shape ? brakes work well ? ",intro
171,"everything is in rideable shape , it has been kept indoors so everything is rust free . ",supplemental
172,"great , do you have any wiggle room on the price ? ",inquire
173,"i feel $20 is pretty fair on the price , we could perhaps work out something . ",init-price
174,is there any way you could come off a couple bucks ? i've got 18 bucks on me now and really don't want to go to the bank since i don't have a car . ,counter-price
175,"alright , i could do $18 this time . this bike should get you there and back afterwards . best of luck to you ! ",agree
176,<end>,<end>
177,i'm interested in your couch . ,intro
178,"i'll come pick it up right now , cash in hand , $125 ? ",insist
179,"that's not a bad offer ! for an extra $50 , i can drop it off for you ! ? ",counter-price
180,that's a higher listed price than the original . 135$ is all i can afford right now ,counter-price
181,i can take the $135 ,agree
182,<end>,<end>
183,hi there . i'm interested in your bicycle . ,intro
184,could you give me some details about it ? ,inquire
185,"hi there . sure , its an orange huffy rock it bmx bike . its used but has been used only indoors . so its as new as it was . its a great thing for a lower price . ",inform
186,hmm . okay . is there any chance you could do 10$ for it ? ,init-price
187,that's too low . i can give it to you for $15 . but you will have to come get it yourself then . ,counter-price
188,i can do that . ,agree
189,great we can meet on friday and i will text you the address . please leave me your phone number and name and we can do the needful by the end of this week . ,supplemental
190,"okay , sure . just accept the offer whenever you're ready . ",inform
191,<end>,<end>
192,"hello , i am curious about the bike , is there anything wrong with it ? ",inquire
193,"other than being used , it is in great shape . i am selling it at a bargain price . ",inform
194,"that is true , your price is not unreasonable , however i am on a budget . could i pick it up myself and pay 12 for it ? ",init-price
195,how about 15 if you pick it up by yourself ? ,counter-price
196,"lets split the difference , and call it 14 and i will see you in an hour . ",counter-price
197,1 dollar should never keep two men from their drink . you have yourself a deal . ,agree
198,<end>,<end>
199,"hi i am interested in the sofa bed , what is the condition of this item ? ",inquire
200,this item is in good condition it does have fading of fabrics ,inform
201,"money is tight for me , but i really want this . would you take $50 and i can pick up now ",init-price
202,overall the item is good no pets or smokers i would be happy to help you carry to your car . how bout $100 ,counter-price
203,100 is still a little too high . would you take 75 ? ,counter-price
204,yes send the offer . ,agree
205,<end>,<end>
206,hi . i need to get rid of this quick . do you have an offer ? ,intro
207,could you first tell me how old the bike is ? ,inquire
208,we bought it a few years back . i guess i'd say 2 or 3 years . ,inform
209,i could do $52 for the bike ! ,init-price
210,done ! ,agree
211,<end>,<end>
212,hi ! i am interested in your bike . ,intro
213,what size is it ? ,inquire
214,haha im actually not sure what size it is ,inform
215,honest . . i like it . is it for adult or kids ? ,inquire
216,could be a teens bike or adult ,inform
217,"ok , is it in good condition ? ",inquire
218,yes pretty good condition ,inform
219,do you accept $14 ? ,init-price
220,yes ,agree
221,cool . . thank you ,thanks
222,<end>,<end>
223,hi ,intro
224,hi ! i see you've found my couch ! ,intro
225,yes . is it ion good condition ? i would like to buy it . ,inquire
226,it is in great condition . very little wear and tear ! ,inform
227,how much would you like for it ? ,inquire
228,i would like $150 and can deliver it for another $50 ,init-price
229,how about 140 with delivery ? that ten bucks would be much appreciated . ,counter-price
230,that's not a bad deal at all ! i can do that ,agree
231,thanks . i can pick it up myself too if you would like . ,thanks
232,<end>,<end>
233,hello ! i'm interested in your chair . i have 200 cash right now and i'm willing to come pick it up ! ,intro
234,"awesome ! i can deliver it to you for $250 , its really clean and in nice condition . ",counter-price
235,"its easy to clean so i clean it often , even if its not dirty . ",supplemental
236,how about i throw in 10 more dollars . that's the most i can do . ,vague-price
237,"alright dude , ill help you out if you help me out . ill do $210 and you come pick it up . ",agree
238,done ! ,agree
239,<end>,<end>
240,do you still have the bike for sale ? ,inquire
241,i have it now for $20 ,init-price
242,it looks like a good bike . could you go any lower on the price ? say $10 ? ,counter-price
243,"its all in good shape , tires and chain . no rust . i'll go $18 ",counter-price
244,do you still have the bike for sale ? ,inquire
245,yes ,inform
246,so yes to $10 ? ,insist
247,"$18 , no less ",insist
248,it looks like a good bike . could you go any lower on the price ? say $10 ? ,insist
249,sorry i think a message got in there by mistake . ,unknown
250,so you'll buy for 18 ? ,insist
251,so yes to $10 ? ,insist
252,no i can't go $18 . if i come and pick it up today would you accept $14 ? ,counter-price
253,"no , sorry . i've got to get at least $18 ",insist
254,<end>,<end>
255,"hello , i'm interested in your bike . ",intro
256,what condition is it in ? ,inquire
257,it is in good shape ! i am positive your kid will like it ! ,inform
258,how does $15 sound ? ,init-price
259,done ! ,agree
260,"okay , thanks for negotiating . ",thanks
261,<end>,<end>
262,hello . i'm interested in buying the chair . ,intro
263,is it in excellent condition ? how old is it ? ,inquire
264,it is like new . i bought it 2 years ago . ,inform
265,understood . would you be willing to accept $210 for the chair ? ,init-price
266,$210 seems kind of low for this chair . i could accept $275 ,counter-price
267,i can't pay out that much . would you be willing to accept $240 for it ? ,counter-price
268,it is like new . i bought it 2 years ago . ,supplemental
269,if you can pick it up today i will let it go for $260 . ,counter-price
270,$255 and we have a deal . ,counter-price
271,i can do $255 . ,counter-price
272,<end>,<end>
273,howdy nice sofa for a sale . 200 bucks i get it too ya . you don't even have to move a finger ,init-price
274,hello im interested in the sofa but thats alittle high for me i could give you 100 and ill pick it up and load it so no inconvience for you . ,counter-price
275,100 is too low . the lowest i can do is probably 140 . ,counter-price
276,i could do 125 that is about i can afford for a used sofa bed . i am willing to pick it up and load it up on my own . ,counter-price
277,"you know , just because i'm a nice guy . that's a deal ",agree
278,<end>,<end>
279,is the bike still available ? ,inquire
280,yes . 75 is my bottom dollar ,init-price
281,so there's no wiggle room ? no negotiation ? ,inquire
282,is the bike still available ? ,inquire
283,65 ? ,counter-price
284,so there's no wiggle room ? no negotiation ? ,inquire
285,well i don't really need the training wheels or knee pads . ,inform
286,i can pick the bike up today for $40 . ,counter-price
287,we can do 50 and i'll bring it to you . ,counter-price
288,that's a pretty good deal . i'll take it . ,agree
289,<end>,<end>
290,this is a steal . i need to get rid of this bike $20 or best offer ,init-price
291,will you take 15 ? ,counter-price
292,"can you make it 18 , this thing was stored in doors . its in really good shape ",counter-price
293,how about 17 ? ,counter-price
294,that will work ,agree
295,<end>,<end>
296,hello . ,intro
297,hi . would you do 10$ on the bike and i'll come pick it up right now . my child has been dying for a bike and money is a little tight . i can do 10 if that's okay with you . ,init-price
298,"i'm sorry , i'm not moving from $20 . it's already too cheap as is . ",counter-price
299,"15 is the most i can do , please . i'll come get it ! ",counter-price
300,i'll meet you in the middle at $17 . 50 . that's as low as i'll go . ,counter-price
301,"come on , that means i have to go get change to a store that's out of the way . ",vague-price
302,i have change if that's an issue . ,unknown
303,fine but you bring it to me . ,supplemental
304,okay . ,inform
305,<end>,<end>
306,are you interested in the bike and accessories ? ,inquire
307,yeah i guess how much are you selling it for ? ,inquire
308,75$ ,init-price
309,oh wow that's more than i was expecting . ,vague-price
310,would you like to make an offer ? ,inquire
311,i was thinking more around the 45$ range ,counter-price
312,what if we do 50$ without the accessories ? ,counter-price
313,i'll do 42$ for the bike and 10$ for the acssesories ,counter-price
314,52$ then ,counter-price
315,yeas ,agree
316,<end>,<end>
317,hi erica . i was interested in the bike you have for sale ! ,intro
318,"this bike is in great condition , it was stored inside so it has hardly any wear and tear . i need to let go if because i'm moving . $20 and its yours ! ",init-price
319,i'll come get it for 10$ . my child has been wanted this bike for a while now ! ,counter-price
320,i want $20 . this bike is more than worth it . you won't find a bargain like this at a store . act now before someone else gets it ,insist
321,"let's negotiate please , can we do 15 ? ",counter-price
322,"how about $18 , if you come and pick it up ",counter-price
323,come on 15 . ,insist
324,thats just not worth it to me . i'm giving you a real bargain here . $18 ,insist
325,fine 18 but you bring it to me . ,agree
326,ok ,unknown
327,<end>,<end>
328,hows it going ? interested in the chair you have for sale ,intro
329,good ! you have any questions ? ,inquire
330,is it a comfy chair ? ,inquire
331,it is very comfortable and classy . ,inform
332,"ok great , i would be willing to pay $150 cash for it , and i can pick it up asap ",init-price
333,"look , this is an expensive chair if you are willing to buy it somewhere else . i-m only selling it cause i'm moving out of the country . otherwise i'd keep it but i don't want to just give it away , you know ? how about 250 ? ",counter-price
334,<end>,<end>
335,i'm interested in your ikea sofa bed . ,intro
336,"wonderful , it's a beautiful piece and is in great condition ! ",supplemental
337,money is tight for me right now . are you willing to negotiate ? i'm looking to spend closer to $75 ,init-price
338,"i'm willing to negotiate , i really would like to stick to the 100-125 price range though . ",counter-price
339,can you do $90 ? i can come pick it up today . ,counter-price
340,could you meet me in the middle at $95 ? i think that's fair i'll even help you load it into your vehicle . ,counter-price
341,that works for me . thank you for working with me on the price . ,agree
342,no problem ! ,thanks
343,<end>,<end>
344,hello ,intro
345,"this bike is a totally sweet looking orange color , and is in great condition because it was stored indoors . ",supplemental
346,you interested ? i'm asking $20 ,init-price
347,i am interested . my son needs a new bike . is this one in great condition ? the tires are good and everything ? ,inquire
348,"the bike is in good condition , i'm in antioch if you are interested in taking a look at it ",inform
349,yes i would like to take a look at it . can you knock off a few bucks for the drive ? ,inquire
350,"if you decide you want to buy it , i'll let you have it for $18 for making the trip out ",counter-price
351,that sounds like a good deal . ,agree
352,thanks a lot . ,thanks
353,<end>,<end>
354,"hi , are you interested in buying this bmx bike ? ",inquire
355,this bike looks great ,intro
356,"awesome , are you comfortable paying $20 for it ? ",init-price
357,that is a little much because it is used . ,vague-price
358,its used right ? ,inquire
359,it is lightly used but has been well maintained and stored indoors to protect it from the elements . ,inform
360,not bad at all . you're asking 20 . how about 12 ? ,counter-price
361,i'd be willing to go down to 16 but not much lower . i can throw in delivery ! ,counter-price
362,delivery and 15 and we have a deal ! ,counter-price
363,alright ! ,agree
364,deal ! ,agree
365,<end>,<end>
366,hi how can i help you ,intro
367,"hi , i am interested in your listing . . . can you tell me a bit about the item ? ",inquire
368,"it is a very nice chair , it has just been completely reupholstered . brand new condition for $300 ",init-price
369,"it looks very nice , how soon could i see it in person ? ",inquire
370,today at any time that works for you ,inform
371,"great , if i come today and pay cash , would you consider accepting $270 for this chair ? ",counter-price
372,<end>,<end>
373,"hi , i'm interested in buying this sleeper sofa . ",intro
374,how long has it been in use ? ,inquire
375,i've used this for about a year and a half ,inform
376,hmm . would you be willing to sell it to me for $135 ? i could come pick it up myself . ,init-price
377,when would you be able to get it ? ,inquire
378,i can come pick it up anytime this week . ,inform
379,if you could pick it up today and give me cash i could do 135 ,agree
380,sounds like a deal ! ,thanks
381,<end>,<end>
382,hi ! that is a cute bike ,intro
383,hello i am glad you like it . it was my daughter's and now it can be all your for the cheap price of $75 ,init-price
384,does it work fine ? ,inquire
385,"it is in excellent condition . functions great and i am throwing in the helmet , knee pads , and training wheels . ",inform
386,cool . will you accept $67 ? ,counter-price
387,you got a deal ! ,agree
388,thanks ,thanks
389,<end>,<end>
390,hi ,intro
391,"hello ! i just saw your ad for the bike w/ the helmet knee pads , and training wheels . ",intro
392,yes . it is my daughter's bike and now she is too big for that . works great and very cute ,supplemental
393,oh great . do you mind if i ask how old the bike is ? ,inquire
394,it is about 2 years old but very well taken care of . a little scratch but it is not noticeable ,inform
395,"oh okay , so i wanted to make an offer . i don't have a lot to spend , but my daughters birthday is coming up and i know this would make her so happy ",unknown
396,oh she will love this bike . how much do you have in mind/ ,inquire
397,"i was hoping we could make a deal for something close to $35 . i'd be willing to come to your house or where ever you'd like to pick up the bike , ",init-price
398,"how about $50 ? it includes helmet , knee pad , everything she needs to learn to bike ",counter-price
399,"i could do $37 . i make wonderful pies too , and i'd be more than happy to bake one for you ! whatever kind you like ! :) ",counter-price
400,that is no nice of you ! ok . . i think i can go with you . happy birthday little girl ! ,agree
401,<end>,<end>
402,hello . ,intro
403,how old is the bike ? ,inquire
404,"the bike is a few years old , my child grew out of it so i need a newer bike . i'm selling it for around $75 . ",init-price
405,understood . would you accept $37 ? ,counter-price
406,"i can accept $40 if you come and pick it up , if not i can deliver it to your place for $40 . ",counter-price
407,$38 and we have a deal . i'll pick it up . ,counter-price
408,okay that works for me thanks ! ,agree
409,<end>,<end>
410,hi . ,intro
411,hi ,intro
412,"i'm interested in your phone , but since it is an older version would you consider taking $45 for it ? ",init-price
413,i could go 75 ,counter-price
414,it's older and only has 16gb . . . . so how about 60 ,counter-price
415,"okay , that would be good . ",agree
416,great ! ,thanks
417,<end>,<end>
418,is this an authentic item ? ,inquire
419,"yes , this is a genuine piece . ",inform
420,how old is it ? ,inquire
421,actually this is with my family from my childhood . may be some 40 years old . ,inform
422,"i'm interested in this item , but the description says it is untested . how does $105 sound ? ",init-price
423,untested also means unused . it is kept idle for years such as a new one . further this item is precious and available with only a few people as i know . i listed a nominal price only . ,supplemental
424,<end>,<end>
425,that bed is gorgeous . i would be willing to drive and pick it up for $320 . ,init-price
426,the bed is in great condition an has no damage i would like to get $340 for it . ,counter-price
427,how long ago did you purchase the bed ? ,inquire
428,about a year ago it was in my guest room never really had people over so decided to sell it . ,inform
429,"ok , i'd be willing to up my offer to $335 . ",counter-price
430,that sounds like a good offer i will take it . ,agree
431,<end>,<end>
432,does the radio work ,inquire
433,i actually do not know found it in a storage unit i bought . ,inform
434,i would give 50 ,init-price
435,there is no way that i can go that low . this thing is worth over $400 it is in great condition and even if it does not work its still worth over 200 . ,counter-price
436,how about 100 cash ,counter-price
437,how about $140 and i can deliver it ? ,counter-price
438,thats great ,agree
439,<end>,<end>
440,hello ,intro
441,"this apartment looks great , but it is a bit above my price range . would you accept $2400 ? ",init-price
442,thank you . as i'm sure you are aware this is a pretty exclusive area . can we meet at $2500 ? ,counter-price
443,"yeah , that's why i am interested in this apartment . i do not think i can make the open house , but i really want an apartment in this area . will you accept a bid around 2450 ? ",counter-price
444,"sorry to hear you can't make it , perhaps we can schedule an alternative time for you to come by . $2450 should work . ",agree
445,that would worl ,unknown
446,please accept the agreed offer ,unknown
447,<end>,<end>
448,hey . i'm interested in the desk/table . is it in good condition ? ,intro
449,"hi , yes it is . an ikea at 20 . . . dirt cheap i would say ",init-price
450,that is pretty cheap . what color is it ? ,inquire
451,"it's white , 20 and deal ? ",inform
452,i like white . how about 17 ? ,counter-price
453,"ok that works , but you would pick up right ? ",agree
454,"awesome . yes , i'll pick it up . is tonight good for you ? ",unknown
455,sure ,unknown
456,thanks ,thanks
457,<end>,<end>
458,howdy partner . 349 is a great price for a queen bed . it won't last long i tell you ,init-price
459,"it's a beautiful bed , but a little out of my price range . can you tell me more about this bed ? ",inquire
460,"sure . italian design , asian rubberwood frame , comes with a headboard , footboard , and a set of rails . ",inform
461,it doesn't come with the mattress ? ,inquire
462,mattress comes with it . of course . ,inform
463,that's just too low ,unknown
464,<end>,<end>
465,"hey , i am interested in this product . why are you selling it ? ",intro
466,"hello , i am selling it to help me pay for schooling . they are limited edition and still wrapped in plastic . ",inform
467,"ok , 220 is a but high for me at the moment . would $200 work ? is the color gold or am i seeing it wrong ? ",init-price
468,"yes , the color is gold and they retail for around 300 . i could let them go for 200 , it's a deal . ",agree
469,ok great . ,thanks
470,<end>,<end>
471,"hi , i love this bed and think it would go great with my bedroom decor . ",intro
472,is it from a non smoking home ? ,inquire
473,yes it is and it is beautiful ! ,inform
474,"i could use this bed but am on a budget , would you consider 250 . 00 ",init-price
475,i could do $300 (cash only) and i'll deliver it ,counter-price
476,"ok sounds great , i can do that ! ",agree
477,<end>,<end>
478,hello ,intro
479,"hi , i like your apartment , the photos are nice . your asking price is slightly over though , i can offer 1435 ",init-price
480,"i'm willing to work with you a bit . but this place is in a great neighborhood , right near a park . lots of good public transportation right near by . can you do 1950 ? ",counter-price
481,"how old is it ? and what all does it include ? refrigerator , dishwasher , bathtub ? ",inquire
482,its fully furnished . its perfect for a couple to move in right away ,inform
483,"great , i see it's close to a hospital too . . . helps with my wife's condition . i can do 1850 today , will pay in cash ",counter-price
484,i would be willing to do 1850 if you sign a 1 year lease . do we have a deal ? ,agree
485,"yes , i can do that ",agree
486,great ,thanks
487,<end>,<end>
488,"hello , i am very interested in this apartment . ",intro
489,i was wondering what the price included ? it seems very high ! are there any amenities ? ,inquire
490,"it is very close to many different shops in the neighborhood , ",inform
491,is there gym access for this apartment complex ? a pool ? ,inquire
492,yes there is a pool located next to the club house with an adults only night on friday night . ,inform
493,"okay awesome . i still would not be able to afford 2050 a month with having to keep my gym membership . but , i would be able to save on not going out every friday night so i could probably afford about 1500 . would you be will to go down in price ? ",init-price
494,"no there is no way to lower the price that much , but if you go with the 2050 asking price i will be willing to pay for the water and trash pickup ",counter-price
495,if you throw wifi in with it then i would be able to do 2050 . ,agree
496,you drive a hard bargin but i will throw in wifi also for 2050 ,agree
497,great ! we have a deal ! ,thanks
498,<end>,<end>
499,hi are you interested in the table ? ,inquire
500,yes i am . how extensive is the chipping on them ? ,inquire
501,the chipping is barely noticeable . they got chipped when my family moved last summer but it's something that can be easily repaired . ,inform
502,"taking in to account the minor chipping , i could offer you $15 today . cash in hand , will pick up today . ",init-price
503,ok i'll take $15 if you pick it up . ,agree
504,<end>,<end>
505,hi is the radio still for sale ? ,inquire
506,it is ! it looks to be in excellent condition for its age ,inform
507,"yeah the pictures looks great . so you said the radio isn't tested , do you know when it worked last ? ",inquire
508,it was my aunt's she used it daily until she put it in storage 7 years ago . ,inform
509,"ok no worries , i'm mostly isnterested in it as an antique for my collection . ",intro
510,okay that is perfect ! do you have any other questions ? when could you pick up ? ,inquire
511,no more questions and i can offer you $135 and pick it up from wherever you are today . ,init-price
512,you have a deal if you are coming to me . 135 cash and its yours ! ,agree
513,thanks ! ,thanks
514,<end>,<end>
515,"hi , i am interested in your phone . ",intro
516,. what's your best offer ? ,inquire
517,right now i'm asking 80$ for it . ,init-price
518,tell me more about the condition ,inquire
519,it's in generally good condition . ,inform
520,i think 80 is a fair price . ,insist
521,and what all is included ? ,inquire
522,the phone and charger . i also have a case i could include . ,inform
523,"ok , i can do 60 . . . i am slightly tight on budget ",counter-price
524,60 is a touch too low . could you go to 70 ? ,counter-price
525,"i could . . if you can pay one month's bill . . i don't use the phone much , so bill shouldn't be more than 10$ ",vague-price
526,"that's still basically 60 . let's say just 65 , and you pay the bill . ",counter-price
527,"ok , i will do 65 ",agree
528,<end>,<end>
529,hello are you interested in this vehicle ,intro
530,howdy partner . ,intro
531,nice wheels you got . ,inquire
532,thank you ! do you have any questions ? ,intro
533,what's the mileage on it ? i see it's loaded ,inquire
534,"only 46 , 000 miles ",inform
535,guess that's pretty good for a 9 year old car . the kbb for these are around 5k i believe ,init-price
536,"kbb value is actually 6800 but , that is without it being loaded and everything else we have recently put into it . you are welcome to make an offer but , please do not low ball ",counter-price
537,"i see . well i can do probably 7000 , but really that's my max . ",agree
538,i will take 7000 if you are bringing cash and can meet me tonight ,agree
539,that's a deal . ,agree
540,<end>,<end>
541,hello and how are you doing today ? ,intro
542,do i have a deal for you . we are offering this vehicle for the low price of $8400 . ,init-price
543,great looking car . i wonder if you'd entertain an offer of $7400 cash today ? willing to pick up myself ,counter-price
544,i think that is a fair deal . you got yourself a car ! ,agree
545,"wow thanks , it's a deal ! ! ",thanks
546,<end>,<end>
547,how long have you guys had the bike ? ,inquire
548,hi for 3 years ,inform
549,cool . is it red ? ,inquire
550,yes same as lightning mcqueen in the movies ,inform
551,that's what i was wondering . is there a mcqueen graphic on it ? ,inquire
